PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,2016_02_ACTUAL,2016_02_MSF_FORECAST,2016_02_RF_FORECAST
,,D,84,3,3,2
,,D,85,1,1,0
,,C,81,17,40,30
,,C,82,4,6,6
,,C,83,0,5,5
,,C,84,6,7,6
,,C,85,4,6,5
,,D,81,10,3,3
,,D,82,1,2,2
,,D,83,2,3,2
,,D,84,3,2,2
,,D,85,4,4,3
,,C,81,12,39,33
,,C,82,4,5,5
,,C,83,1,4,2
,,C,84,8,7,7
,,C,85,3,4,4
,,D,81,11,3,3
,,D,82,0,2,2
,,D,83,8,2,2
,,D,84,7,3,3
,,D,85,4,3,3
,,C,81,19,14,13
,,C,82,0,2,2
,,C,83,4,4,3
,,C,84,4,3,3
,,C,85,3,2,2
,,C,81,18,17,15
,,C,82,1,4,3
,,C,83,2,5,4
,,C,84,6,3,3
,,C,85,2,3,2
,,C,81,170,52,37
,,C,82,7,4,4
,,C,83,5,5,4
,,C,84,9,7,5
,,C,85,3,4,4
,,C,81,12,35,16
,,C,82,0,4,4
,,C,83,6,6,5
,,C,84,12,6,6
,,C,85,6,7,5
,,C,81,16,9,8
,,C,82,4,2,2
,,C,83,1,6,4
,,C,84,4,3,3
,,C,85,3,5,5
,,C,81,20,13,13
,,C,82,1,2,2
,,C,83,6,7,6
,,C,84,5,4,3
,,C,85,7,6,5
,,B,81,62,68,57
,,B,82,3,10,8
,,B,83,5,11,8
,,B,84,15,18,13
,,B,85,18,25,21
,,B,81,77,75,64
,,B,82,2,10,6
,,B,83,4,22,23
,,B,84,20,20,15
,,B,85,20,25,20
,,D,81,4,4,4
,,D,82,5,2,2
,,D,83,3,4,3
,,D,84,5,3,3
,,D,85,1,5,4
,,D,81,3,5,4
,,D,82,10,3,3
,,D,83,8,5,4
,,D,84,3,6,6
,,D,85,5,6,5
,,D,81,8,5,5
,,D,82,3,1,1
,,D,83,0,4,3
,,D,84,2,4,3
,,D,85,1,2,2
,,A,81,50,104,72
,,A,82,11,24,24
,,A,83,12,22,19
,,A,84,18,13,13
,,A,85,14,35,34
,,A,81,89,261,196
,,A,82,13,22,20
,,A,83,10,29,25
,,A,84,27,35,24
,,A,85,18,16,15
,,B,81,46,82,67
,,B,82,5,11,11
,,B,83,7,8,9
,,B,84,6,6,4
,,B,85,11,10,10
,,B,81,32,80,65
,,B,82,8,10,10
,,B,83,4,8,8
,,B,84,7,4,4
,,B,85,6,12,11
,,D,81,15,6,5
,,D,82,1,1,1
,,D,83,1,2,2
,,D,84,1,1,1
,,D,85,2,2,1
,,D,81,6,7,6
,,D,82,0,2,2
,,D,83,3,2,1
,,D,84,2,1,1
,,D,85,1,1,1
,,A,81,339,322,260
,,A,82,127,75,103
,,A,83,154,119,128
,,A,84,77,92,109
,,A,85,61,62,86
,,D,81,57,39,31
,,D,82,3,2,2
,,D,83,32,38,20
,,D,84,12,8,8
,,D,85,13,9,9
,,D,81,12,11,9
,,D,82,30,19,17
,,D,83,47,48,38
,,D,84,15,23,18
,,D,85,28,58,49
,,D,81,0,8,0
,,D,82,0,2,1
,,D,83,0,5,1
,,D,84,0,10,4
,,D,85,0,7,1
,,A,81,329,279,252
,,A,82,116,73,103
,,A,83,87,89,101
,,A,84,71,85,106
,,A,85,46,52,71
,,D,81,77,40,37
,,D,82,4,2,2
,,D,83,67,37,23
,,D,84,11,10,11
,,D,85,19,11,9
,,D,81,14,11,9
,,D,82,24,20,17
,,D,83,36,42,33
,,D,84,10,22,18
,,D,85,23,51,43
,,C,81,27,90,61
,,C,82,0,4,3
,,C,83,9,9,7
,,C,84,10,8,6
,,C,85,4,8,6
,,C,81,31,89,62
,,C,82,2,4,4
,,C,83,6,8,6
,,C,84,7,9,7
,,C,85,5,7,5
,,C,81,14,11,10
,,C,82,0,2,2
,,C,83,6,3,3
,,C,84,2,3,3
,,C,85,2,3,2
,,C,81,10,12,11
,,C,82,2,2,2
,,C,83,4,4,4
,,C,84,3,5,4
,,C,85,2,3,3
,,D,81,3,6,5
,,D,82,0,1,1
,,D,83,0,2,1
,,D,84,1,1,1
,,D,85,1,4,3
,,C,81,7,12,11
,,C,82,3,4,4
,,C,83,3,5,4
,,C,84,3,3,2
,,C,85,4,3,2
,,D,81,5,11,9
,,D,82,0,2,1
,,D,83,0,2,1
,,D,84,0,2,3
,,D,85,0,6,4
,,C,81,22,19,17
,,C,82,2,5,4
,,C,83,2,6,5
,,C,84,2,3,3
,,C,85,1,4,4
,,C,81,21,11,11
,,C,82,1,1,1
,,C,83,5,1,1
,,C,84,3,2,2
,,C,85,2,3,2
,,C,81,13,11,10
,,C,82,0,1,1
,,C,83,4,1,1
,,C,84,4,1,1
,,C,85,5,3,3
,,B,81,159,182,130
,,B,82,33,41,39
,,B,83,29,42,37
,,B,84,67,58,55
,,B,85,17,17,17
,,D,81,19,11,9
,,D,82,0,1,1
,,D,83,0,4,4
,,D,84,8,8,6
,,D,85,12,7,5
,,C,81,13,14,11
,,C,82,6,8,8
,,C,83,2,6,6
,,C,84,7,12,11
,,C,85,7,7,7
,,B,81,180,155,118
,,B,82,27,33,32
,,B,83,28,33,30
,,B,84,43,50,50
,,B,85,8,11,11
,,D,81,1,6,5
,,D,82,1,0,0
,,D,83,4,2,2
,,D,84,6,6,5
,,D,85,6,5,4
,,C,81,13,14,13
,,C,82,10,8,7
,,C,83,4,6,6
,,C,84,4,8,8
,,C,85,7,8,8
,,B,81,21,26,20
,,B,82,0,6,6
,,B,83,3,7,4
,,B,84,5,4,3
,,B,85,3,4,4
,,B,81,18,26,23
,,B,82,2,6,6
,,B,83,1,13,4
,,B,84,6,3,3
,,B,85,6,5,4
,,D,81,2,6,6
,,D,82,4,1,1
,,D,83,2,2,1
,,D,84,4,2,2
,,D,85,1,3,3
,,D,81,8,10,11
,,D,82,4,2,1
,,D,83,5,3,3
,,D,84,2,4,3
,,D,85,2,4,3
,,C,81,39,107,94
,,C,82,36,34,28
,,C,83,7,6,6
,,C,84,25,18,16
,,C,85,12,37,28
,,C,81,65,101,86
,,C,82,31,43,36
,,C,83,9,6,5
,,C,84,33,21,20
,,C,85,10,31,22
,,B,81,26,36,28
,,B,82,47,38,35
,,B,83,60,43,31
,,B,84,40,27,21
,,B,85,63,46,39
,,B,81,25,32,27
,,B,82,47,39,31
,,B,83,6,35,28
,,B,84,28,28,21
,,B,85,34,43,36
,,C,81,43,60,52
,,C,82,4,8,7
,,C,83,12,9,9
,,C,84,12,13,12
,,C,85,7,10,8
,,B,81,39,71,65
,,B,82,16,20,22
,,B,83,89,67,61
,,B,84,40,33,30
,,B,85,24,22,22
,,D,81,5,4,3
,,D,82,1,0,0
,,D,83,21,18,17
,,D,84,5,1,1
,,D,85,2,2,2
,,C,81,8,4,4
,,C,82,0,1,1
,,C,83,1,10,4
,,C,84,0,7,7
,,C,85,3,11,14
,,C,81,37,52,45
,,C,82,6,6,6
,,C,83,12,9,9
,,C,84,8,11,10
,,C,85,3,9,7
,,B,81,70,62,56
,,B,82,12,15,14
,,B,83,99,66,66
,,B,84,34,30,25
,,B,85,21,19,19
,,D,81,7,3,3
,,D,82,0,1,0
,,D,83,9,20,15
,,D,84,3,1,1
,,D,85,2,3,2
,,C,81,9,5,5
,,C,82,0,2,2
,,C,83,0,9,4
,,C,84,2,3,3
,,C,85,2,15,16
,,B,81,42,119,89
,,B,82,1,9,9
,,B,83,11,19,11
,,B,84,17,19,15
,,B,85,13,17,11
,,C,81,9,8,7
,,C,82,1,4,4
,,C,83,7,8,8
,,C,84,4,8,8
,,C,85,2,4,3
,,B,81,64,110,83
,,B,82,4,9,9
,,B,83,30,19,13
,,B,84,12,14,13
,,B,85,13,18,14
,,C,81,4,9,9
,,C,82,5,3,3
,,C,83,8,9,7
,,C,84,4,12,11
,,C,85,9,6,5
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,68,24,30
,,B,82,7,7,9
,,B,83,7,7,8
,,B,84,5,4,4
,,B,85,0,6,9
,,D,81,0,3,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,60,49,52
,,B,82,7,7,8
,,B,83,8,11,12
,,B,84,4,6,7
,,B,85,7,11,11
,,D,81,40,64,54
,,D,82,38,21,17
,,D,83,9,6,5
,,D,84,16,18,13
,,D,85,20,35,27
,,C,81,42,22,20
,,C,82,28,8,7
,,C,83,3,5,5
,,C,84,10,7,7
,,C,85,21,17,13
,,D,81,41,56,46
,,D,82,32,16,16
,,D,83,4,6,5
,,D,84,12,16,13
,,D,85,47,34,25
,,C,81,40,24,17
,,C,82,12,8,6
,,C,83,4,3,3
,,C,84,19,7,6
,,C,85,29,15,12
,,C,81,8,9,10
,,C,82,3,2,2
,,C,83,6,5,4
,,C,84,2,4,5
,,C,85,2,3,3
,,C,81,7,10,10
,,C,82,3,2,2
,,C,83,7,6,6
,,C,84,4,5,4
,,C,85,1,4,3
,,C,81,12,19,17
,,C,82,0,4,4
,,C,83,1,2,2
,,C,84,0,1,1
,,C,85,6,7,6
,,C,81,1,5,5
,,C,82,3,3,3
,,C,83,1,3,3
,,C,84,2,3,2
,,C,85,4,10,8
,,B,81,17,33,42
,,B,82,10,8,11
,,B,83,4,7,9
,,B,84,14,4,5
,,B,85,6,6,9
,,D,81,5,6,5
,,D,82,0,1,1
,,D,83,4,2,1
,,D,84,2,1,1
,,D,85,8,6,5
,,C,81,41,19,19
,,C,82,6,6,5
,,C,83,2,3,2
,,C,84,2,2,1
,,C,85,3,4,4
,,C,81,17,22,23
,,C,82,0,4,4
,,C,83,0,3,2
,,C,84,0,1,1
,,C,85,2,5,5
,,C,81,8,6,6
,,C,82,5,2,2
,,C,83,3,4,4
,,C,84,1,1,1
,,C,85,7,8,8
,,B,81,12,32,40
,,B,82,12,8,10
,,B,83,2,6,7
,,B,84,8,5,5
,,B,85,8,6,7
,,D,81,5,5,6
,,D,82,0,1,1
,,D,83,1,2,2
,,D,84,0,1,1
,,D,85,4,6,5
,,C,81,33,16,14
,,C,82,4,4,4
,,C,83,2,3,2
,,C,84,0,1,1
,,C,85,6,3,4
,,C,81,17,24,26
,,C,82,4,3,2
,,C,83,4,5,4
,,C,84,3,5,4
,,C,85,4,3,3
,,C,81,84,25,23
,,C,82,9,8,7
,,C,83,1,9,5
,,C,84,4,9,8
,,C,85,2,7,5
,,C,81,15,13,11
,,C,82,0,5,4
,,C,83,5,4,3
,,C,84,1,1,1
,,C,85,1,2,2
,,C,81,20,19,16
,,C,82,4,4,4
,,C,83,3,6,5
,,C,84,4,3,2
,,C,85,3,3,3
,,C,81,16,2,2
,,C,82,24,1,2
,,C,83,17,5,6
,,C,84,3,2,1
,,C,85,0,1,1
,,B,81,68,52,34
,,B,82,1,4,4
,,B,83,7,8,7
,,B,84,10,8,7
,,B,85,3,5,5
,,B,81,75,49,31
,,B,82,3,4,4
,,B,83,8,11,10
,,B,84,10,8,6
,,B,85,3,6,5
,,B,81,69,47,59
,,B,82,2,5,9
,,B,83,3,8,9
,,B,84,22,9,13
,,B,85,3,1,2
,,B,81,102,46,51
,,B,82,2,5,7
,,B,83,3,8,10
,,B,84,21,13,18
,,B,85,1,2,2
,,C,81,29,60,60
,,C,82,3,8,8
,,C,83,12,3,3
,,C,84,5,2,2
,,C,85,4,3,3
,,C,81,27,73,76
,,C,82,2,9,10
,,C,83,7,5,5
,,C,84,8,4,3
,,C,85,2,4,3
,,D,81,9,18,16
,,D,82,0,3,3
,,D,83,1,2,2
,,D,84,6,10,7
,,D,85,8,7,5
,,D,81,13,15,13
,,D,82,0,2,2
,,D,83,3,2,2
,,D,84,7,7,6
,,D,85,7,4,3
,,C,81,13,5,5
,,C,82,0,1,1
,,C,83,4,3,2
,,C,84,4,4,3
,,C,85,1,3,2
,,C,81,4,6,5
,,C,82,0,3,2
,,C,83,1,4,3
,,C,84,7,4,3
,,C,85,2,4,3
,,B,81,48,20,30
,,B,82,8,4,7
,,B,83,3,3,3
,,B,84,6,3,5
,,B,85,0,2,3
,,B,81,37,9,14
,,B,82,9,4,7
,,B,83,5,3,4
,,B,84,5,3,6
,,B,85,1,0,1
,,D,81,11,7,6
,,D,82,1,3,2
,,D,83,4,1,1
,,D,84,2,1,1
,,D,85,12,4,4
,,D,81,7,12,8
,,D,82,3,1,1
,,D,83,2,1,1
,,D,84,1,3,2
,,D,85,3,2,1
,,A,81,60,164,139
,,A,82,45,34,32
,,A,83,23,23,20
,,A,84,38,58,62
,,A,85,31,31,28
,,C,81,6,5,5
,,C,82,4,3,2
,,C,83,1,4,4
,,C,84,5,2,2
,,C,85,1,2,2
,,A,81,27,46,45
,,A,82,10,11,11
,,A,83,15,15,15
,,A,84,23,13,13
,,A,85,9,8,9
,,D,81,1,2,1
,,D,82,2,0,0
,,D,83,0,2,1
,,D,84,1,0,0
,,D,85,0,2,1
,,D,81,0,3,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,2,2
,,D,85,0,2,1
,,C,81,5,7,6
,,C,82,7,8,7
,,C,83,4,6,4
,,C,84,6,6,6
,,C,85,2,10,9
,,A,81,44,144,115
,,A,82,42,40,39
,,A,83,4,18,17
,,A,84,67,56,54
,,A,85,35,27,29
,,C,81,10,6,5
,,C,82,1,2,2
,,C,83,5,3,3
,,C,84,4,4,3
,,C,85,2,2,2
,,A,81,60,40,32
,,A,82,2,11,11
,,A,83,8,13,15
,,A,84,18,13,12
,,A,85,5,5,5
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,1,2,2
,,D,84,2,0,0
,,D,85,0,1,1
,,C,81,24,24,21
,,C,82,0,1,1
,,C,83,9,8,6
,,C,84,0,2,2
,,C,85,4,9,7
,,C,81,9,15,14
,,C,82,0,1,1
,,C,83,1,5,6
,,C,84,1,2,2
,,C,85,2,4,3
,,A,81,37,31,30
,,A,82,24,23,22
,,A,83,3,7,6
,,A,84,11,9,8
,,A,85,28,20,18
,,A,81,30,33,30
,,A,82,39,26,24
,,A,83,1,5,5
,,A,84,15,10,8
,,A,85,21,25,22
,,D,81,4,4,3
,,D,82,0,0,0
,,D,83,0,3,2
,,D,84,3,2,2
,,D,85,2,2,1
,,D,81,0,4,5
,,D,82,0,0,1
,,D,83,0,1,0
,,D,84,1,3,2
,,D,85,0,1,1
,,C,81,0,10,13
,,C,82,1,3,4
,,C,83,1,2,3
,,C,84,3,2,3
,,C,85,2,1,1
,,D,81,4,2,2
,,D,82,0,0,0
,,D,83,4,5,3
,,D,84,3,3,2
,,D,85,3,4,4
,,D,81,1,3,2
,,D,82,1,1,1
,,D,83,0,2,1
,,D,84,1,2,2
,,D,85,0,2,1
,,C,81,39,8,7
,,C,82,1,3,4
,,C,83,1,3,3
,,C,84,1,2,2
,,C,85,2,1,1
,,D,81,1,2,2
,,D,82,0,0,0
,,D,83,1,0,0
,,D,84,0,0,0
,,D,85,0,1,0
,,D,81,0,2,2
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,1
,,D,81,1,1,1
,,D,82,1,3,3
,,D,83,0,3,2
,,D,84,5,2,1
,,D,85,6,2,2
,,B,81,14,39,50
,,B,82,12,7,8
,,B,83,7,9,9
,,B,84,7,4,4
,,B,85,3,3,3
,,C,81,7,9,7
,,C,82,1,2,2
,,C,83,5,5,5
,,C,84,1,1,1
,,C,85,5,6,5
,,B,81,9,28,38
,,B,82,8,7,12
,,B,83,4,9,11
,,B,84,7,4,4
,,B,85,6,2,2
,,C,81,11,7,4
,,C,82,1,0,1
,,C,83,4,5,4
,,C,84,0,3,3
,,C,85,1,3,3
,,D,81,1,61,5
,,D,82,0,41,29
,,D,83,0,18,1
,,D,84,0,16,2
,,D,85,0,26,1
,,A,81,111,274,339
,,A,82,63,43,64
,,A,83,56,29,46
,,A,84,33,44,59
,,A,85,66,31,49
,,D,81,1,23,2
,,D,82,0,27,20
,,D,83,0,31,1
,,D,84,0,10,1
,,D,85,0,22,1
,,A,81,167,213,317
,,A,82,36,42,60
,,A,83,40,32,47
,,A,84,19,19,25
,,A,85,40,28,41
,,D,81,4,3,4
,,D,82,0,0,0
,,D,83,1,2,2
,,D,84,1,0,0
,,D,85,1,3,2
,,D,81,0,82,4
,,D,82,0,28,2
,,D,83,0,30,1
,,D,84,0,22,1
,,D,85,0,44,3
,,A,81,284,344,378
,,A,82,39,49,72
,,A,83,54,41,58
,,A,84,40,48,67
,,A,85,47,39,55
,,D,81,0,20,1
,,D,82,1,26,10
,,D,83,0,21,1
,,D,84,1,10,1
,,D,85,0,15,1
,,A,81,105,133,158
,,A,82,57,38,56
,,A,83,40,34,52
,,A,84,16,17,24
,,A,85,17,28,43
,,D,81,4,3,3
,,D,82,0,0,0
,,D,83,2,2,1
,,D,84,1,3,2
,,D,85,2,2,3
,,D,81,5,12,10
,,D,82,1,10,12
,,D,83,1,2,2
,,D,84,1,7,5
,,D,85,18,18,14
,,D,81,3,10,8
,,D,82,1,6,5
,,D,83,1,3,3
,,D,84,2,6,5
,,D,85,10,18,17
,,C,81,2,5,5
,,C,82,1,1,1
,,C,83,2,3,2
,,C,84,2,2,2
,,C,85,0,3,3
,,C,81,12,5,4
,,C,82,0,1,1
,,C,83,4,3,3
,,C,84,1,2,2
,,C,85,1,2,2
,,C,81,2,4,4
,,C,82,2,1,1
,,C,83,2,5,4
,,C,84,2,4,3
,,C,85,3,1,1
,,C,81,5,4,4
,,C,82,1,2,1
,,C,83,1,4,4
,,C,84,2,4,3
,,C,85,1,3,3
,,D,81,6,6,4
,,D,82,0,1,1
,,D,83,0,2,1
,,D,84,1,2,2
,,D,85,0,1,1
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,1,1,1
,,D,85,0,0,0
,,D,81,3,8,5
,,D,82,2,1,1
,,D,83,0,2,0
,,D,84,4,3,2
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,0,2,1
,,D,83,1,1,1
,,D,84,2,3,2
,,D,85,0,0,0
,,B,81,21,30,38
,,B,82,4,5,7
,,B,83,14,9,10
,,B,84,10,4,4
,,B,85,4,6,10
,,B,81,13,16,22
,,B,82,1,4,5
,,B,83,7,6,8
,,B,84,12,2,3
,,B,85,3,4,9
,,D,81,4,2,1
,,D,82,2,1,1
,,D,83,0,2,1
,,D,84,4,2,1
,,D,85,2,1,1
,,D,81,1,2,2
,,D,82,1,1,1
,,D,83,2,2,1
,,D,84,0,0,0
,,D,85,0,1,1
,,D,81,4,4,4
,,D,82,2,1,1
,,D,83,0,2,2
,,D,84,4,2,1
,,D,85,0,2,2
,,D,81,6,2,2
,,D,82,3,1,1
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,2,1,1
,,D,81,4,6,6
,,D,82,2,2,2
,,D,83,0,3,3
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,0,1,0
,,D,82,0,1,1
,,D,83,2,2,2
,,D,84,0,1,1
,,D,85,2,1,1
,,D,81,2,6,4
,,D,82,0,2,2
,,D,83,7,4,4
,,D,84,2,1,1
,,D,85,2,1,1
,,D,81,0,0,1
,,D,82,0,0,0
,,D,83,1,2,1
,,D,84,0,1,1
,,D,85,1,2,2
,,B,81,23,15,15
,,B,82,15,14,14
,,B,83,3,6,7
,,B,84,10,4,4
,,B,85,3,3,4
,,B,81,30,20,20
,,B,82,19,14,13
,,B,83,17,8,8
,,B,84,10,7,8
,,B,85,12,9,9
,,B,81,17,15,15
,,B,82,16,12,13
,,B,83,1,7,8
,,B,84,10,4,4
,,B,85,4,4,4
,,B,81,16,17,16
,,B,82,17,11,11
,,B,83,3,4,4
,,B,84,9,5,5
,,B,85,10,8,8
,,B,81,31,24,22
,,B,82,3,6,5
,,B,83,4,6,4
,,B,84,6,5,4
,,B,85,8,7,6
,,C,81,15,7,6
,,C,82,4,2,2
,,C,83,1,4,4
,,C,84,3,2,2
,,C,85,5,7,6
,,C,81,31,23,21
,,C,82,11,10,8
,,C,83,10,7,5
,,C,84,2,4,3
,,C,85,9,12,10
,,B,81,32,27,26
,,B,82,4,9,8
,,B,83,1,6,4
,,B,84,10,6,5
,,B,85,15,7,6
,,C,81,10,6,5
,,C,82,0,3,2
,,C,83,2,5,4
,,C,84,3,2,2
,,C,85,11,5,5
,,C,81,49,23,20
,,C,82,19,11,9
,,C,83,14,7,5
,,C,84,5,6,5
,,C,85,21,18,13
,,C,81,5,7,6
,,C,82,0,1,1
,,C,83,0,1,1
,,C,84,1,1,1
,,C,85,1,1,1
,,C,81,9,6,5
,,C,82,3,1,1
,,C,83,0,2,2
,,C,84,2,2,1
,,C,85,0,2,2
,,C,81,18,21,19
,,C,82,5,4,4
,,C,83,4,5,2
,,C,84,1,2,2
,,C,85,16,5,4
,,D,81,3,2,1
,,D,82,1,2,1
,,D,83,0,2,2
,,D,84,5,1,1
,,D,85,0,3,1
,,C,81,14,25,23
,,C,82,2,5,4
,,C,83,2,6,5
,,C,84,1,3,2
,,C,85,4,5,4
,,D,81,4,2,1
,,D,82,0,2,1
,,D,83,1,2,1
,,D,84,2,3,2
,,D,85,4,4,3
,,D,81,1,8,7
,,D,82,1,4,4
,,D,83,1,4,3
,,D,84,4,3,2
,,D,85,5,6,6
,,D,81,0,1,1
,,D,82,0,3,4
,,D,83,0,0,0
,,D,84,0,1,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,20,7,10
,,D,82,3,3,3
,,D,83,7,3,5
,,D,84,4,3,3
,,D,85,2,2,3
,,D,81,6,8,6
,,D,82,4,3,3
,,D,83,6,4,5
,,D,84,5,4,4
,,D,85,6,6,5
,,D,81,4,0,0
,,D,82,1,1,1
,,D,83,0,0,0
,,D,84,0,1,1
,,D,85,1,0,0
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,15,9,17
,,D,82,3,2,2
,,D,83,5,4,4
,,D,84,8,2,3
,,D,85,6,3,4
,,C,81,15,11,10
,,C,82,4,5,4
,,C,83,1,6,4
,,C,84,3,3,3
,,C,85,6,6,4
,,C,81,1,2,2
,,C,82,5,4,3
,,C,83,3,5,3
,,C,84,6,7,6
,,C,85,14,9,9
,,C,81,18,12,10
,,C,82,10,5,4
,,C,83,3,4,4
,,C,84,7,3,3
,,C,85,3,5,5
,,C,81,0,2,2
,,C,82,7,4,4
,,C,83,4,4,4
,,C,84,2,6,4
,,C,85,4,11,8
,,D,81,7,5,4
,,D,82,0,0,0
,,D,83,0,2,2
,,D,84,1,0,0
,,D,85,2,1,1
,,D,81,11,13,10
,,D,82,2,2,2
,,D,83,2,5,4
,,D,84,2,5,4
,,D,85,1,2,2
,,D,81,0,3,3
,,D,82,0,1,1
,,D,83,1,1,1
,,D,84,1,2,1
,,D,85,0,1,1
,,D,81,14,13,11
,,D,82,2,4,3
,,D,83,3,8,6
,,D,84,3,6,4
,,D,85,1,4,3
,,C,81,11,5,4
,,C,82,4,3,2
,,C,83,4,2,2
,,C,84,1,4,4
,,C,85,5,3,3
,,C,81,13,8,5
,,C,82,4,4,4
,,C,83,1,5,4
,,C,84,3,5,3
,,C,85,7,6,5
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,1,1,1
,,C,81,24,7,7
,,C,82,5,2,3
,,C,83,1,2,2
,,C,84,1,2,3
,,C,85,0,1,2
,,D,81,2,1,1
,,D,82,0,1,1
,,D,83,0,3,3
,,D,84,0,1,1
,,D,85,2,4,3
,,D,81,10,3,3
,,D,82,0,1,1
,,D,83,1,2,2
,,D,84,1,2,1
,,D,85,0,0,0
,,C,81,32,9,11
,,C,82,2,3,4
,,C,83,4,3,2
,,C,84,1,4,4
,,C,85,0,1,1
,,D,81,2,2,2
,,D,82,2,2,1
,,D,83,1,4,3
,,D,84,2,2,2
,,D,85,2,4,3
,,C,81,16,12,12
,,C,82,0,4,4
,,C,83,1,2,2
,,C,84,1,1,1
,,C,85,0,2,1
,,C,81,23,15,12
,,C,82,10,4,4
,,C,83,2,3,3
,,C,84,1,1,1
,,C,85,1,1,1
,,C,81,10,6,7
,,C,82,2,2,2
,,C,83,4,2,2
,,C,84,2,1,1
,,C,85,0,0,1
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,2,2
,,D,84,0,1,1
,,D,85,2,1,1
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,2,2
,,D,85,0,2,2
,,C,81,18,5,6
,,C,82,0,3,4
,,C,83,1,3,4
,,C,84,2,2,3
,,C,85,0,0,1
,,D,81,11,6,5
,,D,82,0,0,0
,,D,83,1,5,4
,,D,84,0,2,2
,,D,85,2,1,1
,,C,81,28,12,11
,,C,82,4,5,4
,,C,83,6,5,5
,,C,84,1,2,2
,,C,85,1,1,2
,,C,81,37,14,16
,,C,82,5,4,4
,,C,83,6,10,9
,,C,84,9,3,4
,,C,85,4,3,3
,,D,81,3,4,3
,,D,82,2,3,3
,,D,83,6,6,4
,,D,84,6,6,5
,,D,85,5,5,3
,,B,81,121,73,48
,,B,82,17,13,12
,,B,83,7,13,11
,,B,84,13,11,10
,,B,85,4,8,8
,,D,81,11,6,5
,,D,82,0,0,0
,,D,83,0,3,2
,,D,84,3,1,1
,,D,85,0,2,2
,,D,81,6,6,5
,,D,82,0,2,1
,,D,83,3,6,3
,,D,84,14,7,6
,,D,85,9,6,5
,,B,81,122,83,65
,,B,82,12,13,13
,,B,83,7,17,14
,,B,84,11,16,12
,,B,85,5,12,11
,,D,81,0,2,2
,,D,82,0,1,1
,,D,83,1,2,1
,,D,84,1,2,1
,,D,85,2,2,2
,,C,81,26,19,17
,,C,82,5,7,6
,,C,83,5,7,6
,,C,84,5,6,6
,,C,85,8,5,4
,,C,81,40,24,21
,,C,82,6,8,8
,,C,83,28,8,5
,,C,84,5,5,4
,,C,85,7,9,7
,,C,81,21,8,8
,,C,82,1,4,4
,,C,83,4,4,3
,,C,84,6,1,1
,,C,85,5,2,2
,,C,81,21,13,12
,,C,82,3,4,4
,,C,83,4,6,5
,,C,84,8,3,3
,,C,85,12,6,5
,,D,81,0,3,2
,,D,82,0,1,1
,,D,83,2,3,2
,,D,84,0,3,3
,,D,85,2,1,1
,,A,81,33,66,76
,,A,82,6,4,9
,,A,83,26,15,28
,,A,84,16,7,14
,,A,85,2,4,9
,,D,81,0,3,3
,,D,82,0,2,2
,,D,83,1,4,3
,,D,84,2,4,3
,,D,85,5,2,1
,,A,81,32,76,93
,,A,82,2,5,11
,,A,83,5,16,32
,,A,84,17,9,17
,,A,85,1,2,4
,,D,81,1,15,5
,,D,82,0,4,2
,,D,83,0,6,2
,,D,84,0,13,4
,,D,85,0,3,2
,,B,81,10,19,37
,,B,82,5,5,8
,,B,83,8,5,10
,,B,84,10,4,9
,,B,85,6,4,9
,,D,81,1,2,2
,,D,82,0,0,0
,,D,83,2,1,1
,,D,84,2,1,1
,,D,85,1,1,1
,,D,81,0,23,6
,,D,82,0,7,3
,,D,83,0,4,1
,,D,84,0,8,2
,,D,85,0,5,4
,,B,81,16,15,27
,,B,82,9,5,11
,,B,83,11,4,8
,,B,84,14,4,9
,,B,85,7,2,5
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,2,1,1
,,D,85,0,1,0
,,D,81,0,4,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,1,0
,,D,85,3,2,0
,,A,81,50,101,106
,,A,82,17,13,14
,,A,83,2,13,12
,,A,84,17,13,13
,,A,85,11,24,22
,,C,81,13,9,9
,,C,82,2,3,3
,,C,83,3,5,4
