PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,2016_02_ACTUAL,2016_02_MSF_FORECAST,2016_02_RF_FORECAST
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,2,1,1
,,D,85,0,1,1
,,D,81,2,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,1,0,0
,,D,85,1,1,2
,,D,81,1,2,1
,,D,82,0,1,1
,,D,83,1,1,1
,,D,84,3,1,1
,,D,85,1,1,1
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,12,12,13
,,B,82,32,22,19
,,B,83,47,31,33
,,B,84,12,12,12
,,B,85,25,27,25
,,B,81,19,15,13
,,B,82,3,5,5
,,B,83,11,10,10
,,B,84,10,5,7
,,B,85,4,4,3
,,C,81,5,2,3
,,C,82,3,3,6
,,C,83,7,3,4
,,C,84,5,2,4
,,C,85,1,1,1
,,C,81,7,3,4
,,C,82,0,2,1
,,C,83,3,11,14
,,C,84,0,1,1
,,C,85,0,1,1
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,1,1
,,B,81,13,12,13
,,B,82,44,20,19
,,B,83,31,31,30
,,B,84,17,18,18
,,B,85,31,32,33
,,B,81,11,12,12
,,B,82,5,5,5
,,B,83,15,13,10
,,B,84,14,7,9
,,B,85,2,4,3
,,C,81,4,1,2
,,C,82,7,3,6
,,C,83,10,2,3
,,C,84,10,2,4
,,C,85,3,1,1
,,C,81,7,2,3
,,C,82,0,2,1
,,C,83,9,11,10
,,C,84,1,1,1
,,C,85,1,1,2
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,1,1
,,A,81,43,39,34
,,A,82,55,39,36
,,A,83,88,76,75
,,A,84,41,39,41
,,A,85,45,47,48
,,A,81,55,42,36
,,A,82,45,37,36
,,A,83,78,75,76
,,A,84,52,36,38
,,A,85,38,49,51
,,C,81,3,2,3
,,C,82,6,2,5
,,C,83,4,3,7
,,C,84,6,2,5
,,C,85,4,2,3
,,B,81,9,9,9
,,B,82,13,9,8
,,B,83,9,11,12
,,B,84,12,8,7
,,B,85,17,12,11
,,C,81,1,2,3
,,C,82,8,4,8
,,C,83,7,3,6
,,C,84,2,3,6
,,C,85,6,2,5
,,B,81,8,11,11
,,B,82,13,8,8
,,B,83,9,12,11
,,B,84,6,8,8
,,B,85,23,9,9
,,C,81,0,2,4
,,C,82,4,1,1
,,C,83,4,4,6
,,C,84,0,2,2
,,C,85,4,2,3
,,D,81,1,4,4
,,D,82,1,2,2
,,D,83,8,5,4
,,D,84,2,3,3
,,D,85,5,3,3
,,C,81,2,2,2
,,C,82,2,1,1
,,C,83,2,5,8
,,C,84,2,3,3
,,C,85,4,3,5
,,D,81,3,4,4
,,D,82,0,3,3
,,D,83,5,5,4
,,D,84,1,3,3
,,D,85,1,2,2
,,C,81,0,1,1
,,C,82,1,1,1
,,C,83,1,2,2
,,C,84,1,1,1
,,C,85,4,1,1
,,C,81,0,1,1
,,C,82,1,1,1
,,C,83,1,2,1
,,C,84,1,1,1
,,C,85,0,1,1
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,1,0
,,A,81,70,92,91
,,A,82,100,66,68
,,A,83,58,85,86
,,A,84,62,59,53
,,A,85,73,72,72
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,80,103,105
,,A,82,96,67,69
,,A,83,59,99,95
,,A,84,69,59,56
,,A,85,56,67,67
,,A,81,12,12,15
,,A,82,8,5,7
,,A,83,22,28,43
,,A,84,16,14,15
,,A,85,11,13,17
,,B,81,6,7,14
,,B,82,9,4,7
,,B,83,11,11,22
,,B,84,12,7,15
,,B,85,6,6,10
,,D,81,5,2,0
,,D,82,0,3,1
,,D,83,0,14,1
,,D,84,0,14,1
,,D,85,0,11,1
,,A,81,25,13,17
,,A,82,10,7,7
,,A,83,29,24,35
,,A,84,14,14,15
,,A,85,19,14,15
,,B,81,14,6,10
,,B,82,4,5,9
,,B,83,11,11,22
,,B,84,9,8,19
,,B,85,11,5,9
,,A,81,25,16,17
,,A,82,8,5,6
,,A,83,24,18,20
,,A,84,9,13,14
,,A,85,10,9,10
,,A,81,29,17,17
,,A,82,3,4,6
,,A,83,31,25,27
,,A,84,19,11,12
,,A,85,19,13,14
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,27,26,24
,,B,82,22,17,17
,,B,83,36,29,29
,,B,84,15,24,21
,,B,85,32,24,26
,,D,81,15,27,28
,,D,82,9,21,21
,,D,83,15,42,34
,,D,84,0,22,18
,,D,85,23,30,29
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,B,81,37,26,24
,,B,82,21,17,16
,,B,83,30,34,33
,,B,84,14,25,22
,,B,85,30,23,23
,,D,81,17,25,20
,,D,82,0,17,18
,,D,83,24,48,37
,,D,84,3,26,22
,,D,85,28,23,24
,,D,81,1,1,1
,,D,82,1,1,1
,,D,83,0,1,1
,,D,84,4,1,1
,,D,85,0,0,0
,,D,81,0,2,1
,,D,82,1,1,1
,,D,83,0,0,1
,,D,84,2,1,1
,,D,85,0,1,1
,,C,81,4,5,8
,,C,82,1,2,2
,,C,83,5,2,4
,,C,84,0,1,1
,,C,85,0,2,4
,,C,81,0,3,5
,,C,82,1,2,2
,,C,83,2,3,5
,,C,84,1,1,1
,,C,85,3,2,3
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,15,17,17
,,A,82,19,15,14
,,A,83,14,11,12
,,A,84,14,12,12
,,A,85,19,16,15
,,A,81,6,14,17
,,A,82,11,10,12
,,A,83,12,13,14
,,A,84,12,12,13
,,A,85,23,18,21
,,A,81,9,18,18
,,A,82,14,13,13
,,A,83,6,8,7
,,A,84,9,10,10
,,A,85,27,14,14
,,A,81,11,12,15
,,A,82,5,13,16
,,A,83,9,13,17
,,A,84,11,13,15
,,A,85,22,19,28
,,D,81,3,1,1
,,D,82,0,1,1
,,D,83,4,2,2
,,D,84,0,1,2
,,D,85,0,0,0
,,D,81,3,2,2
,,D,82,1,1,1
,,D,83,1,3,3
,,D,84,2,3,3
,,D,85,0,3,3
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,4,1,1
,,D,84,6,1,2
,,D,85,0,0,1
,,D,81,0,0,0
,,D,82,1,1,1
,,D,83,5,3,2
,,D,84,1,4,3
,,D,85,4,2,2
,,D,81,1,2,0
,,D,82,0,5,0
,,D,83,0,15,1
,,D,84,0,4,0
,,D,85,0,12,1
,,A,81,32,34,50
,,A,82,48,27,44
,,A,83,63,48,77
,,A,84,32,24,37
,,A,85,52,39,56
,,A,81,30,32,49
,,A,82,43,30,48
,,A,83,63,52,85
,,A,84,26,27,43
,,A,85,65,45,67
,,B,81,27,23,22
,,B,82,8,5,5
,,B,83,3,7,8
,,B,84,11,4,4
,,B,85,8,10,12
,,B,81,33,20,19
,,B,82,11,5,4
,,B,83,1,7,8
,,B,84,9,5,5
,,B,85,10,8,9
,,D,81,14,12,11
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,1,3,2
,,D,85,1,2,2
,,D,81,20,13,12
,,D,82,0,2,2
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,1,1,1
,,C,81,5,7,6
,,C,82,3,2,2
,,C,83,1,3,3
,,C,84,12,7,6
,,C,85,2,6,5
,,C,81,6,9,7
,,C,82,3,2,2
,,C,83,1,3,2
,,C,84,9,7,7
,,C,85,6,4,4
,,D,81,13,6,6
,,D,82,1,1,1
,,D,83,2,2,2
,,D,84,0,2,1
,,D,85,0,0,1
,,D,81,8,5,6
,,D,82,0,1,1
,,D,83,3,2,2
,,D,84,2,2,2
,,D,85,1,1,1
,,C,81,14,7,7
,,C,82,5,1,1
,,C,83,1,1,1
,,C,84,2,2,2
,,C,85,1,3,3
,,C,81,15,6,6
,,C,82,2,1,1
,,C,83,2,1,1
,,C,84,1,1,1
,,C,85,0,2,2
,,D,81,0,25,2
,,D,82,0,22,1
,,D,83,0,6,0
,,D,84,0,18,1
,,D,85,0,13,2
,,A,81,505,563,408
,,A,82,223,166,224
,,A,83,60,59,83
,,A,84,116,124,177
,,A,85,119,103,150
,,D,81,20,8,8
,,D,82,2,2,2
,,D,83,9,8,8
,,D,84,8,10,11
,,D,85,5,8,8
,,D,81,24,8,20
,,D,82,24,19,19
,,D,83,23,14,13
,,D,84,8,15,16
,,D,85,34,31,28
,,D,81,0,17,0
,,D,82,0,17,0
,,D,83,0,3,0
,,D,84,0,21,0
,,D,85,0,14,1
,,A,81,204,567,415
,,A,82,171,171,230
,,A,83,39,55,77
,,A,84,63,120,162
,,A,85,158,105,150
,,D,81,14,7,7
,,D,82,0,2,2
,,D,83,7,8,9
,,D,84,9,11,13
,,D,85,3,8,8
,,D,81,24,5,13
,,D,82,18,21,19
,,D,83,18,12,11
,,D,84,11,12,11
,,D,85,23,35,31
,,C,81,48,39,36
,,C,82,6,10,12
,,C,83,2,8,8
,,C,84,12,13,13
,,C,85,4,14,14
,,C,81,23,36,32
,,C,82,5,6,6
,,C,83,4,9,10
,,C,84,14,10,10
,,C,85,11,15,14
,,D,81,2,4,5
,,D,82,0,1,1
,,D,83,1,2,3
,,D,84,3,3,2
,,D,85,2,3,3
,,D,81,4,4,4
,,D,82,1,2,2
,,D,83,2,2,3
,,D,84,0,2,3
,,D,85,2,2,3
,,C,81,19,29,27
,,C,82,1,4,4
,,C,83,9,10,10
,,C,84,9,8,9
,,C,85,3,11,11
,,C,81,28,30,24
,,C,82,3,6,6
,,C,83,5,11,10
,,C,84,13,8,9
,,C,85,3,11,11
,,D,81,12,7,8
,,D,82,3,1,1
,,D,83,2,2,1
,,D,84,3,2,2
,,D,85,3,2,2
,,D,81,10,8,8
,,D,82,1,1,1
,,D,83,0,2,2
,,D,84,2,1,1
,,D,85,2,2,2
,,D,81,14,13,13
,,D,82,1,2,2
,,D,83,2,3,3
,,D,84,1,2,2
,,D,85,3,3,2
,,D,81,18,12,12
,,D,82,2,2,2
,,D,83,0,3,3
,,D,84,2,2,2
,,D,85,6,2,2
,,C,81,35,11,21
,,C,82,9,3,8
,,C,83,8,7,13
,,C,84,7,4,8
,,C,85,1,2,5
,,D,81,9,5,5
,,D,82,0,1,0
,,D,83,2,2,2
,,D,84,0,1,1
,,D,85,3,2,1
,,C,81,32,11,22
,,C,82,4,3,11
,,C,83,9,7,15
,,C,84,9,3,7
,,C,85,4,2,6
,,D,81,9,8,7
,,D,82,0,0,0
,,D,83,0,4,4
,,D,84,1,1,1
,,D,85,5,3,2
,,D,81,3,7,6
,,D,82,1,1,2
,,D,83,0,1,1
,,D,84,4,3,3
,,D,85,0,1,1
,,D,81,6,6,5
,,D,82,0,1,1
,,D,83,0,2,2
,,D,84,2,3,2
,,D,85,0,1,1
,,D,81,8,10,10
,,D,82,6,4,3
,,D,83,2,5,5
,,D,84,6,7,7
,,D,85,2,3,3
,,D,81,10,13,13
,,D,82,4,3,3
,,D,83,6,6,6
,,D,84,6,7,8
,,D,85,3,4,3
,,D,81,10,9,9
,,D,82,1,1,1
,,D,83,1,3,3
,,D,84,7,5,4
,,D,85,2,1,1
,,D,81,12,8,8
,,D,82,0,1,1
,,D,83,0,3,2
,,D,84,3,4,4
,,D,85,1,1,1
,,D,81,22,13,12
,,D,82,3,1,1
,,D,83,2,4,4
,,D,84,3,8,8
,,D,85,1,3,2
,,D,81,44,11,12
,,D,82,4,2,2
,,D,83,1,5,4
,,D,84,3,7,7
,,D,85,1,4,3
,,C,81,31,33,49
,,C,82,8,11,16
,,C,83,5,11,16
,,C,84,11,8,11
,,C,85,10,8,12
,,C,81,28,30,48
,,C,82,7,10,15
,,C,83,4,15,19
,,C,84,14,8,11
,,C,85,6,11,15
,,D,81,4,7,6
,,D,82,12,7,7
,,D,83,1,2,2
,,D,84,7,3,3
,,D,85,11,9,8
,,D,81,13,9,9
,,D,82,7,5,4
,,D,83,2,2,2
,,D,84,6,3,2
,,D,85,7,5,5
,,D,81,0,4,0
,,D,82,0,2,0
,,D,83,0,2,1
,,D,84,0,4,1
,,D,85,0,8,0
,,A,81,360,286,335
,,A,82,75,49,65
,,A,83,20,25,36
,,A,84,60,56,79
,,A,85,35,27,39
,,D,81,4,3,3
,,D,82,2,1,1
,,D,83,0,4,4
,,D,84,8,5,5
,,D,85,6,5,5
,,D,81,0,0,0
,,D,82,5,5,4
,,D,83,1,5,5
,,D,84,2,3,3
,,D,85,14,14,15
,,D,81,0,6,0
,,D,82,0,2,0
,,D,83,0,3,0
,,D,84,0,4,0
,,D,85,0,6,0
,,A,81,169,260,315
,,A,82,70,46,61
,,A,83,19,23,35
,,A,84,49,63,81
,,A,85,42,29,41
,,D,81,5,3,3
,,D,82,2,2,2
,,D,83,0,4,3
,,D,84,6,5,4
,,D,85,5,4,4
,,D,81,0,0,0
,,D,82,8,5,4
,,D,83,7,6,5
,,D,84,2,3,3
,,D,85,11,14,11
,,D,81,17,10,10
,,D,82,0,2,2
,,D,83,1,2,2
,,D,84,4,3,3
,,D,85,4,2,1
,,D,81,13,9,9
,,D,82,0,2,1
,,D,83,0,2,2
,,D,84,3,3,3
,,D,85,0,2,1
,,C,81,43,53,81
,,C,82,24,7,23
,,C,83,4,4,15
,,C,84,35,13,28
,,C,85,6,3,8
,,C,81,48,49,70
,,C,82,23,7,24
,,C,83,2,5,16
,,C,84,31,13,28
,,C,85,11,3,10
,,D,81,6,9,8
,,D,82,52,9,9
,,D,83,0,1,1
,,D,84,6,7,7
,,D,85,6,8,8
,,D,81,15,17,16
,,D,82,4,2,2
,,D,83,0,2,1
,,D,84,6,9,10
,,D,85,7,7,7
,,D,81,10,7,8
,,D,82,16,10,9
,,D,83,0,1,1
,,D,84,1,7,6
,,D,85,8,8,8
,,D,81,26,16,15
,,D,82,4,4,3
,,D,83,1,2,2
,,D,84,8,6,6
,,D,85,1,3,3
,,D,81,15,7,7
,,D,82,1,1,1
,,D,83,5,3,2
,,D,84,3,3,2
,,D,85,1,2,1
,,D,81,7,7,7
,,D,82,0,1,1
,,D,83,5,2,2
,,D,84,2,3,3
,,D,85,0,1,1
,,D,81,14,9,9
,,D,82,0,1,1
,,D,83,1,3,3
,,D,84,7,5,5
,,D,85,1,2,1
,,D,81,17,8,9
,,D,82,0,0,1
,,D,83,4,3,3
,,D,84,8,5,4
,,D,85,1,2,1
,,C,81,22,27,26
,,C,82,0,5,5
,,C,83,3,13,12
,,C,84,4,11,12
,,C,85,5,5,5
,,C,81,26,24,22
,,C,82,3,7,8
,,C,83,4,14,14
,,C,84,7,11,12
,,C,85,6,5,5
,,C,81,23,14,14
,,C,82,5,6,6
,,C,83,5,5,5
,,C,84,15,9,9
,,C,85,12,11,11
,,A,81,123,165,252
,,A,82,47,28,55
,,A,83,2,9,25
,,A,84,50,13,37
,,A,85,28,8,27
,,C,81,9,6,6
,,C,82,1,1,2
,,C,83,2,3,3
,,C,84,6,9,8
,,C,85,5,12,12
,,B,81,26,24,22
,,B,82,25,18,16
,,B,83,6,7,7
,,B,84,14,14,14
,,B,85,12,16,13
,,C,81,20,15,13
,,C,82,12,5,5
,,C,83,7,4,4
,,C,84,10,9,10
,,C,85,15,8,9
,,A,81,133,181,261
,,A,82,56,26,54
,,A,83,1,10,27
,,A,84,45,17,42
,,A,85,28,10,25
,,C,81,9,5,6
,,C,82,0,2,2
,,C,83,1,4,3
,,C,84,8,10,10
,,C,85,9,10,10
,,B,81,27,25,23
,,B,82,14,17,14
,,B,83,3,7,7
,,B,84,20,15,14
,,B,85,14,15,12
,,D,81,6,8,7
,,D,82,1,1,1
,,D,83,3,3,3
,,D,84,8,5,5
,,D,85,2,3,3
,,D,81,5,9,8
,,D,82,2,1,1
,,D,83,2,4,4
,,D,84,8,6,6
,,D,85,2,4,4
,,D,81,0,21,1
,,D,82,0,8,0
,,D,83,0,9,0
,,D,84,0,45,12
,,D,85,0,7,0
,,B,81,115,258,296
,,B,82,14,21,32
,,B,83,35,19,30
,,B,84,41,24,35
,,B,85,26,20,31
,,D,81,8,9,8
,,D,82,1,2,1
,,D,83,17,8,6
,,D,84,5,7,7
,,D,85,5,7,7
,,D,81,0,29,1
,,D,82,0,7,0
,,D,83,0,9,0
,,D,84,1,45,12
,,D,85,0,9,0
,,B,81,136,271,326
,,B,82,13,21,32
,,B,83,37,21,34
,,B,84,38,19,29
,,B,85,27,19,30
,,D,81,0,9,9
,,D,82,0,2,2
,,D,83,8,10,10
,,D,84,6,7,8
,,D,85,5,7,7
,,D,81,17,10,10
,,D,82,1,2,1
,,D,83,7,4,4
,,D,84,4,5,4
,,D,85,2,4,3
,,C,81,21,37,30
,,C,82,1,8,8
,,C,83,6,9,8
,,C,84,10,10,9
,,C,85,1,5,4
,,D,81,2,2,2
,,D,82,1,2,1
,,D,83,3,3,2
,,D,84,6,4,3
,,D,85,4,3,3
,,D,81,12,9,9
,,D,82,1,2,1
,,D,83,2,4,3
,,D,84,5,4,3
,,D,85,3,4,3
,,C,81,60,37,29
,,C,82,1,7,7
,,C,83,7,7,6
,,C,84,7,8,8
,,C,85,12,3,3
,,D,81,0,2,2
,,D,82,0,4,4
,,D,83,2,3,3
,,D,84,6,4,3
,,D,85,5,4,4
,,C,81,34,67,42
,,C,82,10,11,12
,,C,83,3,6,5
,,C,84,10,17,15
,,C,85,7,7,7
,,D,81,5,2,2
,,D,82,0,1,1
,,D,83,0,3,2
,,D,84,3,4,3
,,D,85,5,5,5
,,C,81,35,69,51
,,C,82,5,10,12
,,C,83,3,6,5
,,C,84,16,16,14
,,C,85,7,8,7
,,D,81,5,3,3
,,D,82,3,1,2
,,D,83,4,4,3
,,D,84,4,4,4
,,D,85,7,5,5
,,D,81,14,13,11
,,D,82,3,3,4
,,D,83,1,4,3
,,D,84,2,2,2
,,D,85,6,3,3
,,D,81,28,13,12
,,D,82,5,4,4
,,D,83,3,3,4
,,D,84,1,2,2
,,D,85,2,4,3
,,D,81,1,28,3
,,D,82,0,7,2
,,D,83,0,11,7
,,D,84,2,12,2
,,D,85,0,12,1
,,C,81,63,58,86
,,C,82,17,10,20
,,C,83,6,7,14
,,C,84,20,11,20
,,C,85,6,4,8
,,D,81,0,28,1
,,D,82,0,8,2
,,D,83,0,10,3
,,D,84,1,23,3
,,D,85,0,9,1
,,C,81,51,66,95
,,C,82,19,11,19
,,C,83,12,8,15
,,C,84,30,11,24
,,C,85,8,8,13
,,D,81,7,9,9
,,D,82,0,3,3
,,D,83,0,1,1
,,D,84,4,7,6
,,D,85,1,3,2
,,D,81,11,9,8
,,D,82,0,3,3
,,D,83,1,1,1
,,D,84,9,7,6
,,D,85,0,3,3
,,D,81,2,4,3
,,D,82,1,1,1
,,D,83,2,5,3
,,D,84,1,3,3
,,D,85,0,3,2
,,C,81,53,13,32
,,C,82,10,6,16
,,C,83,6,11,25
,,C,84,6,5,11
,,C,85,3,3,8
,,D,81,9,7,6
,,D,82,0,1,1
,,D,83,3,4,3
,,D,84,8,4,3
,,D,85,2,3,2
,,C,81,30,16,37
,,C,82,13,6,18
,,C,83,5,10,23
,,C,84,13,5,12
,,C,85,5,4,8
