PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,2016_03_ACTUAL,2016_03_MSF_FORECAST,2016_03_RF_FORECAST
,,D,85,0,2,2
,,C,81,9,5,6
,,C,82,4,3,3
,,C,83,3,3,4
,,C,84,6,2,2
,,C,85,2,1,1
,,D,81,13,5,4
,,D,82,0,0,0
,,D,83,2,4,3
,,D,84,0,2,1
,,D,85,2,1,1
,,C,81,11,12,11
,,C,82,2,4,3
,,C,83,8,5,4
,,C,84,1,2,2
,,C,85,0,2,2
,,C,81,21,15,15
,,C,82,3,4,3
,,C,83,6,10,11
,,C,84,6,3,3
,,C,85,9,3,4
,,D,81,8,4,3
,,D,82,6,3,2
,,D,83,7,5,5
,,D,84,2,6,6
,,D,85,8,5,3
,,B,81,90,73,44
,,B,82,24,13,11
,,B,83,8,14,15
,,B,84,16,11,11
,,B,85,10,8,9
,,D,81,6,5,4
,,D,82,0,0,0
,,D,83,0,3,2
,,D,84,0,1,1
,,D,85,1,2,1
,,D,81,9,6,5
,,D,82,2,1,1
,,D,83,5,6,4
,,D,84,13,7,7
,,D,85,8,6,5
,,B,81,119,84,53
,,B,82,9,13,11
,,B,83,1,17,17
,,B,84,9,15,12
,,B,85,7,12,10
,,D,81,0,2,2
,,D,82,0,1,0
,,D,83,0,1,1
,,D,84,1,1,1
,,D,85,2,2,1
,,C,81,19,19,15
,,C,82,8,7,6
,,C,83,1,7,4
,,C,84,4,5,5
,,C,85,3,5,4
,,C,81,25,23,14
,,C,82,1,8,7
,,C,83,2,7,4
,,C,84,7,5,4
,,C,85,2,8,6
,,C,81,14,8,7
,,C,82,1,4,4
,,C,83,3,4,3
,,C,84,2,1,1
,,C,85,4,2,2
,,C,81,14,13,9
,,C,82,1,4,3
,,C,83,4,6,4
,,C,84,2,3,3
,,C,85,6,6,5
,,D,81,3,3,2
,,D,82,1,1,1
,,D,83,2,3,1
,,D,84,1,3,2
,,D,85,3,1,1
,,A,81,44,68,40
,,A,82,3,4,4
,,A,83,33,18,28
,,A,84,16,8,11
,,A,85,2,5,6
,,D,81,0,3,3
,,D,82,0,2,1
,,D,83,0,4,3
,,D,84,5,4,3
,,D,85,1,2,1
,,A,81,53,77,46
,,A,82,14,6,8
,,A,83,43,22,33
,,A,84,26,9,12
,,A,85,4,2,4
,,D,81,1,14,5
,,D,82,0,4,1
,,D,83,0,5,1
,,D,84,0,11,2
,,D,85,0,3,1
,,B,81,30,20,21
,,B,82,18,5,6
,,B,83,10,5,8
,,B,84,4,5,9
,,B,85,2,4,6
,,D,81,0,2,1
,,D,82,0,0,0
,,D,83,1,1,1
,,D,84,1,1,1
,,D,85,0,1,0
,,D,81,0,17,4
,,D,82,0,6,2
,,D,83,0,4,1
,,D,84,0,7,2
,,D,85,0,5,3
,,B,81,32,17,20
,,B,82,11,6,10
,,B,83,11,4,7
,,B,84,14,5,9
,,B,85,3,3,4
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,1,1,1
,,D,85,1,0,0
,,D,81,0,2,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,1,0
,,D,85,0,1,0
,,A,81,82,102,65
,,A,82,16,14,13
,,A,83,8,12,10
,,A,84,10,12,11
,,A,85,11,24,19
,,C,81,1,9,8
,,C,82,2,3,3
,,C,83,6,6,5
,,C,84,7,6,5
,,C,85,10,7,6
,,D,81,0,1,0
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,1,0
,,D,85,0,1,0
,,A,81,60,96,62
,,A,82,16,17,14
,,A,83,9,12,13
,,A,84,15,14,14
,,A,85,9,20,16
,,C,81,4,7,5
,,C,82,0,3,3
,,C,83,4,5,4
,,C,84,5,6,5
,,C,85,4,8,7
,,D,81,6,3,2
,,D,82,1,1,1
,,D,83,1,2,1
,,D,84,2,2,1
,,D,85,2,2,1
,,D,81,10,4,3
,,D,82,1,2,1
,,D,83,1,3,2
,,D,84,5,3,2
,,D,85,5,4,3
,,C,81,15,21,18
,,C,82,3,8,6
,,C,83,2,4,3
,,C,84,2,3,2
,,C,85,1,4,4
,,C,81,2,3,2
,,C,82,1,2,1
,,C,83,9,3,3
,,C,84,2,3,2
,,C,85,6,4,3
,,C,81,16,25,18
,,C,82,6,6,4
,,C,83,1,4,3
,,C,84,6,3,2
,,C,85,1,4,3
,,C,81,8,4,3
,,C,82,1,2,2
,,C,83,5,5,4
,,C,84,7,3,4
,,C,85,11,6,5
,,D,81,2,4,3
,,D,82,0,1,1
,,D,83,4,6,5
,,D,84,5,5,4
,,D,85,3,2,2
,,B,81,58,90,57
,,B,82,13,16,14
,,B,83,19,20,19
,,B,84,17,24,18
,,B,85,60,9,9
,,D,81,9,5,4
,,D,82,0,0,0
,,D,83,6,3,3
,,D,84,8,6,6
,,D,85,13,8,8
,,C,81,11,8,8
,,C,82,6,6,4
,,C,83,10,11,10
,,C,84,6,7,7
,,C,85,6,12,10
,,D,81,2,9,6
,,D,82,0,3,3
,,D,83,11,8,7
,,D,84,6,5,6
,,D,85,4,6,5
,,B,81,113,109,61
,,B,82,13,18,16
,,B,83,9,27,27
,,B,84,10,18,16
,,B,85,6,10,9
,,D,81,7,6,5
,,D,82,0,1,1
,,D,83,1,6,4
,,D,84,0,2,1
,,D,85,1,4,3
,,C,81,12,10,9
,,C,82,5,6,5
,,C,83,6,14,12
,,C,84,10,10,8
,,C,85,10,13,10
,,D,81,2,2,1
,,D,82,4,1,1
,,D,83,1,1,1
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,3,4,4
,,D,82,1,1,1
,,D,83,1,1,1
,,D,84,1,2,1
,,D,85,0,0,0
,,D,81,0,4,1
,,D,82,0,1,0
,,D,83,0,4,1
,,D,84,0,1,0
,,D,85,0,3,1
,,B,81,46,53,40
,,B,82,7,10,10
,,B,83,5,15,16
,,B,84,4,5,4
,,B,85,6,10,11
,,D,81,4,4,4
,,D,82,1,5,3
,,D,83,3,9,9
,,D,84,5,2,2
,,D,85,7,13,11
,,D,81,1,5,1
,,D,82,0,1,0
,,D,83,0,4,1
,,D,84,0,3,0
,,D,85,0,4,0
,,B,81,46,50,35
,,B,82,12,12,13
,,B,83,12,17,16
,,B,84,6,5,5
,,B,85,11,8,10
,,D,81,7,7,6
,,D,82,3,5,3
,,D,83,4,8,6
,,D,84,1,3,2
,,D,85,8,10,8
,,C,81,5,11,9
,,C,82,10,8,8
,,C,83,3,6,6
,,C,84,4,2,2
,,C,85,0,1,1
,,A,81,52,24,21
,,A,82,10,18,18
,,A,83,18,17,19
,,A,84,9,7,8
,,A,85,15,12,12
,,C,81,7,5,5
,,C,82,6,9,8
,,C,83,11,19,15
,,C,84,3,4,3
,,C,85,18,22,18
,,C,81,13,18,14
,,C,82,5,11,10
,,C,83,4,7,7
,,C,84,5,4,4
,,C,85,1,1,1
,,D,81,0,3,0
,,D,82,0,2,0
,,D,83,0,2,0
,,D,84,0,0,0
,,D,85,0,6,1
,,A,81,27,43,34
,,A,82,10,24,23
,,A,83,16,23,23
,,A,84,6,8,11
,,A,85,15,12,14
,,C,81,4,5,4
,,C,82,5,10,8
,,C,83,22,28,16
,,C,84,1,4,3
,,C,85,24,25,18
,,C,81,4,6,4
,,C,82,5,3,2
,,C,83,7,8,7
,,C,84,3,3,3
,,C,85,3,6,4
,,A,81,29,30,28
,,A,82,12,11,10
,,A,83,11,14,14
,,A,84,18,8,9
,,A,85,6,7,7
,,C,81,3,3,2
,,C,82,0,1,0
,,C,83,7,7,6
,,C,84,0,1,1
,,C,85,0,2,2
,,C,81,6,7,6
,,C,82,4,4,3
,,C,83,4,8,7
,,C,84,7,6,5
,,C,85,11,8,6
,,A,81,27,35,28
,,A,82,24,14,12
,,A,83,15,20,18
,,A,84,7,11,11
,,A,85,7,9,9
,,C,81,3,5,3
,,C,82,0,0,0
,,C,83,10,6,6
,,C,84,0,1,1
,,C,85,0,1,1
,,C,81,26,19,19
,,C,82,16,7,6
,,C,83,27,17,16
,,C,84,32,19,17
,,C,85,19,10,8
,,A,81,642,286,155
,,A,82,86,49,45
,,A,83,95,45,45
,,A,84,68,46,53
,,A,85,31,15,14
,,D,81,8,7,6
,,D,82,4,3,2
,,D,83,0,7,6
,,D,84,7,5,5
,,D,85,7,2,1
,,C,81,6,14,16
,,C,82,12,16,12
,,C,83,22,23,15
,,C,84,7,15,17
,,C,85,25,25,19
,,C,81,30,22,21
,,C,82,17,10,11
,,C,83,21,18,18
,,C,84,25,19,17
,,C,85,14,11,11
,,A,81,574,246,132
,,A,82,65,51,47
,,A,83,71,35,40
,,A,84,59,52,51
,,A,85,9,10,14
,,D,81,12,7,5
,,D,82,1,2,1
,,D,83,3,5,4
,,D,84,7,4,4
,,D,85,1,3,2
,,C,81,3,14,15
,,C,82,11,17,14
,,C,83,19,21,17
,,C,84,4,13,11
,,C,85,25,22,19
,,C,81,21,9,9
,,C,82,1,4,3
,,C,83,6,7,7
,,C,84,4,3,3
,,C,85,2,3,2
,,D,81,6,3,2
,,D,82,0,0,0
,,D,83,0,4,3
,,D,84,1,2,2
,,D,85,0,1,1
,,B,81,39,18,15
,,B,82,6,9,9
,,B,83,20,9,10
,,B,84,4,5,5
,,B,85,2,4,5
,,B,81,9,9,9
,,B,82,4,4,3
,,B,83,8,12,9
,,B,84,1,7,5
,,B,85,3,9,8
,,C,81,21,12,11
,,C,82,10,6,5
,,C,83,11,9,14
,,C,84,2,2,2
,,C,85,1,1,1
,,D,81,4,3,2
,,D,82,0,0,0
,,D,83,4,5,4
,,D,84,2,1,1
,,D,85,0,1,1
,,D,81,0,1,0
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,7,1,0
,,B,81,30,21,18
,,B,82,6,14,13
,,B,83,27,15,13
,,B,84,7,6,8
,,B,85,2,6,8
,,B,81,11,15,13
,,B,82,7,5,4
,,B,83,15,18,14
,,B,84,7,7,6
,,B,85,2,8,7
,,D,81,0,1,0
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,1,0
,,B,81,24,17,15
,,B,82,13,9,8
,,B,83,14,11,12
,,B,84,9,4,5
,,B,85,5,9,11
,,D,81,12,13,10
,,D,82,2,5,4
,,D,83,6,9,9
,,D,84,5,5,4
,,D,85,5,7,6
,,B,81,28,20,17
,,B,82,11,14,14
,,B,83,18,15,16
,,B,84,5,6,7
,,B,85,14,9,8
,,D,81,13,14,9
,,D,82,5,4,4
,,D,83,12,11,9
,,D,84,7,6,4
,,D,85,4,9,7
,,C,81,13,6,4
,,C,82,7,4,4
,,C,83,13,9,8
,,C,84,15,11,11
,,C,85,14,7,7
,,A,81,122,224,153
,,A,82,58,32,30
,,A,83,33,35,30
,,A,84,34,47,42
,,A,85,5,15,14
,,C,81,10,5,4
,,C,82,10,4,3
,,C,83,12,11,9
,,C,84,11,14,14
,,C,85,17,9,9
,,A,81,131,242,171
,,A,82,43,41,41
,,A,83,23,31,30
,,A,84,46,48,41
,,A,85,17,19,18
,,C,81,45,27,19
,,C,82,17,16,13
,,C,83,4,3,3
,,C,84,6,3,3
,,C,85,12,9,11
,,D,81,4,4,4
,,D,82,3,2,1
,,D,83,2,2,2
,,D,84,2,4,3
,,D,85,3,5,3
,,C,81,16,4,7
,,C,82,3,10,13
,,C,83,5,4,4
,,C,84,7,5,5
,,C,85,8,13,9
,,C,81,49,23,20
,,C,82,10,18,16
,,C,83,4,2,2
,,C,84,5,4,4
,,C,85,7,10,11
,,D,81,1,5,3
,,D,82,1,2,2
,,D,83,0,2,1
,,D,84,5,2,2
,,D,85,5,3,3
,,D,81,6,3,2
,,D,82,3,1,1
,,D,83,1,2,2
,,D,84,4,2,1
,,D,85,1,2,1
,,D,81,2,3,2
,,D,82,1,0,0
,,D,83,2,2,1
,,D,84,1,3,2
,,D,85,0,3,2
,,D,81,0,2,1
,,D,82,0,2,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,48,47,33
,,A,82,38,24,24
,,A,83,7,7,7
,,A,84,12,9,8
,,A,85,11,11,10
,,D,81,0,2,1
,,D,82,2,1,0
,,D,83,0,3,2
,,D,84,0,1,1
,,D,85,1,1,1
,,D,81,0,6,6
,,D,82,0,6,4
,,D,83,0,0,1
,,D,84,0,3,2
,,D,85,0,1,1
,,A,81,231,162,112
,,A,82,119,94,82
,,A,83,31,38,37
,,A,84,78,59,59
,,A,85,64,42,41
,,A,81,32,33,21
,,A,82,10,15,14
,,A,83,3,7,6
,,A,84,31,31,28
,,A,85,15,14,13
,,D,81,0,1,0
,,D,82,0,2,1
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,49,40,31
,,A,82,37,24,21
,,A,83,5,5,4
,,A,84,15,9,9
,,A,85,7,9,8
,,D,81,1,3,2
,,D,82,0,0,0
,,D,83,1,1,1
,,D,84,3,0,0
,,D,85,0,0,0
,,A,81,701,158,110
,,A,82,111,96,79
,,A,83,43,32,27
,,A,84,52,55,55
,,A,85,65,41,39
,,A,81,38,32,24
,,A,82,4,18,14
,,A,83,1,7,4
,,A,84,31,27,20
,,A,85,6,8,7
,,D,81,1,2,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,1,2,1
,,D,85,0,0,0
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,1,4,4
,,D,84,5,3,3
,,D,85,3,3,2
,,D,81,0,2,1
,,D,82,0,1,0
,,D,83,1,1,0
,,D,84,1,2,1
,,D,85,0,1,1
,,D,81,2,2,2
,,D,82,0,0,0
,,D,83,6,4,4
,,D,84,1,2,2
,,D,85,2,3,3
,,D,81,8,3,3
,,D,82,0,1,1
,,D,83,1,2,1
,,D,84,0,1,1
,,D,85,0,2,1
,,D,81,5,5,3
,,D,82,0,2,1
,,D,83,1,3,2
,,D,84,2,1,1
,,D,85,0,1,1
,,D,81,0,1,0
,,D,82,0,1,0
,,D,83,0,1,0
,,D,84,0,5,3
,,D,85,0,2,0
,,C,81,0,0,1
,,C,82,5,4,4
,,C,83,11,7,8
,,C,84,25,14,16
,,C,85,17,18,17
,,C,81,0,1,2
,,C,82,10,8,7
,,C,83,10,8,8
,,C,84,30,18,16
,,C,85,22,31,24
,,C,81,0,0,1
,,C,82,4,4,3
,,C,83,2,7,6
,,C,84,47,19,21
,,C,85,17,25,23
,,C,81,0,2,1
,,C,82,61,17,19
,,C,83,18,13,13
,,C,84,11,15,14
,,C,85,19,26,19
,,B,81,31,8,10
,,B,82,7,5,6
,,B,83,24,9,12
,,B,84,9,3,7
,,B,85,12,1,2
,,C,81,12,9,7
,,C,82,1,2,1
,,C,83,8,9,9
,,C,84,9,4,3
,,C,85,5,4,4
,,D,81,0,2,1
,,D,82,0,1,0
,,D,83,0,4,2
,,D,84,0,5,4
,,D,85,0,1,1
,,B,81,30,14,16
,,B,82,7,5,6
,,B,83,7,9,10
,,B,84,2,3,4
,,B,85,2,1,2
,,C,81,20,17,17
,,C,82,0,5,4
,,C,83,5,9,8
,,C,84,3,5,4
,,C,85,7,5,5
,,D,81,34,38,23
,,D,82,4,13,8
,,D,83,5,17,11
,,D,84,5,10,8
,,D,85,17,13,9
,,D,81,1,55,42
,,D,82,0,19,12
,,D,83,2,27,24
,,D,84,0,15,10
,,D,85,3,22,13
,,D,81,0,60,35
,,D,82,0,25,16
,,D,83,1,31,28
,,D,84,1,17,12
,,D,85,0,30,23
,,C,81,1,4,3
,,C,82,4,1,1
,,C,83,0,2,1
,,C,84,3,2,1
,,C,85,2,3,2
,,C,81,3,6,4
,,C,82,2,2,2
,,C,83,1,4,4
,,C,84,6,3,2
,,C,85,2,4,3
,,D,81,2,3,3
,,D,82,1,2,1
,,D,83,3,2,1
,,D,84,1,2,2
,,D,85,3,2,2
,,D,81,4,2,1
,,D,82,1,2,2
,,D,83,1,2,2
,,D,84,3,2,2
,,D,85,3,5,6
,,D,81,0,2,1
,,D,82,2,1,1
,,D,83,1,0,0
,,D,84,1,1,0
,,D,85,0,0,0
,,D,81,1,5,3
,,D,82,0,2,1
,,D,83,0,1,1
,,D,84,0,2,1
,,D,85,0,1,1
,,D,81,7,2,1
,,D,82,1,0,0
,,D,83,0,0,0
,,D,84,1,1,0
,,D,85,0,2,1
,,D,81,2,1,2
,,D,82,0,1,1
,,D,83,0,0,0
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,1,3,2
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,1,1,1
,,D,85,0,1,0
,,D,81,8,3,2
,,D,82,0,0,0
,,D,83,1,0,0
,,D,84,2,1,1
,,D,85,2,0,0
,,B,81,7,13,12
,,B,82,8,4,4
,,B,83,7,8,6
,,B,84,8,7,5
,,B,85,1,7,4
,,B,81,27,17,14
,,B,82,4,5,4
,,B,83,7,10,8
,,B,84,10,9,8
,,B,85,6,6,4
,,D,81,1,11,7
,,D,82,0,3,0
,,D,83,0,6,1
,,D,84,1,5,1
,,D,85,0,5,1
,,B,81,13,11,12
,,B,82,10,4,6
,,B,83,7,6,6
,,B,84,10,6,10
,,B,85,5,5,7
,,B,81,36,13,17
,,B,82,8,4,4
,,B,83,11,6,7
,,B,84,8,7,10
,,B,85,5,7,12
,,D,81,4,4,3
,,D,82,1,1,1
,,D,83,3,1,1
,,D,84,5,2,1
,,D,85,5,1,1
,,D,81,7,7,4
,,D,82,1,1,1
,,D,83,2,2,2
,,D,84,6,3,3
,,D,85,6,2,2
,,C,81,36,19,12
,,C,82,5,4,3
,,C,83,3,5,4
,,C,84,5,5,3
,,C,85,7,6,4
,,D,81,0,3,2
,,D,82,1,3,2
,,D,83,0,3,3
,,D,84,2,2,2
,,D,85,4,3,2
,,C,81,18,18,10
,,C,82,9,5,3
,,C,83,0,8,6
,,C,84,4,4,2
,,C,85,0,5,3
,,D,81,2,3,2
,,D,82,3,2,2
,,D,83,5,2,1
,,D,84,2,4,2
,,D,85,1,5,4
,,D,81,3,5,4
,,D,82,0,1,1
,,D,83,2,1,1
,,D,84,0,1,1
,,D,85,1,1,1
,,D,81,6,5,4
,,D,82,0,1,1
,,D,83,1,2,2
,,D,84,0,2,1
,,D,85,1,1,1
,,A,81,15,19,14
,,A,82,1,6,4
,,A,83,6,5,4
,,A,84,23,14,11
,,A,85,2,6,5
,,A,81,40,23,24
,,A,82,1,6,5
,,A,83,3,4,3
,,A,84,17,14,12
,,A,85,3,6,5
,,C,81,6,4,3
,,C,82,1,1,1
,,C,83,2,3,2
,,C,84,0,2,1
,,C,85,1,3,3
,,C,81,5,5,4
,,C,82,3,1,1
,,C,83,3,4,3
,,C,84,5,2,2
,,C,85,1,5,3
,,D,81,5,2,1
,,D,82,0,1,1
,,D,83,1,2,2
,,D,84,1,1,0
,,D,85,8,3,3
,,D,81,5,4,3
,,D,82,1,1,1
,,D,83,2,3,3
,,D,84,2,2,2
,,D,85,3,3,3
,,C,81,11,14,10
,,C,82,6,5,4
,,C,83,2,9,6
,,C,84,7,4,3
,,C,85,5,5,4
,,B,81,23,14,12
,,B,82,2,5,3
,,B,83,9,9,8
,,B,84,4,6,5
,,B,85,7,8,6
,,A,81,26,7,7
,,A,82,89,26,26
,,A,83,143,134,132
,,A,84,116,52,52
,,A,85,126,70,73
,,D,81,0,0,0
,,D,82,0,64,25
,,D,83,60,141,89
,,D,84,5,138,65
,,D,85,0,130,107
,,A,81,27,9,10
,,A,82,62,22,23
,,A,83,204,106,104
,,A,84,110,61,55
,,A,85,135,96,79
,,D,81,0,0,0
,,D,82,0,62,27
,,D,83,103,78,51
,,D,84,2,91,59
,,D,85,0,101,49
,,B,81,20,14,12
,,B,82,7,3,3
,,B,83,5,6,5
,,B,84,6,5,5
,,B,85,5,3,3
,,D,81,1,1,1
,,D,82,1,0,0
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,1,3,2
,,B,81,28,16,13
,,B,82,4,4,4
,,B,83,7,8,8
,,B,84,8,6,7
,,B,85,5,5,5
,,D,81,1,1,1
,,D,82,0,0,1
,,D,83,2,2,2
,,D,84,2,3,1
,,D,85,0,2,1
,,B,81,14,3,3
,,B,82,6,2,2
,,B,83,2,3,2
,,B,84,2,4,3
,,B,85,1,2,2
,,B,81,17,4,5
,,B,82,0,1,1
,,B,83,4,3,3
,,B,84,4,3,3
,,B,85,4,2,1
,,A,81,104,130,78
,,A,82,33,35,27
,,A,83,28,32,27
,,A,84,45,32,32
,,A,85,46,32,29
,,C,81,2,3,3
,,C,82,1,0,0
,,C,83,2,4,3
,,C,84,8,9,8
,,C,85,17,6,5
,,A,81,137,143,100
,,A,82,38,39,33
,,A,83,39,38,30
,,A,84,47,38,35
,,A,85,44,35,32
,,C,81,3,2,2
,,C,82,3,1,1
,,C,83,6,6,6
,,C,84,7,9,7
,,C,85,14,5,5
,,C,81,6,4,3
,,C,82,0,1,1
,,C,83,7,5,4
,,C,84,0,1,1
,,C,85,2,3,2
,,C,81,8,5,3
,,C,82,0,3,2
,,C,83,13,8,6
,,C,84,1,1,1
,,C,85,15,3,3
,,C,81,10,10,8
,,C,82,3,2,1
,,C,83,3,4,4
,,C,84,3,2,2
,,C,85,0,4,2
,,D,81,4,6,4
,,D,82,0,1,0
,,D,83,2,5,4
,,D,84,2,2,2
,,D,85,1,3,2
,,D,81,14,4,5
,,D,82,1,1,1
,,D,83,4,6,5
,,D,84,8,3,2
,,D,85,1,3,3
,,C,81,11,11,10
,,C,82,0,2,2
,,C,83,1,5,4
,,C,84,2,2,2
,,C,85,4,1,1
,,D,81,5,4,3
,,D,82,0,1,1
,,D,83,3,4,3
,,D,84,3,4,3
,,D,85,4,2,2
,,D,81,15,6,6
,,D,82,1,1,1
,,D,83,9,8,5
,,D,84,5,4,3
,,D,85,2,3,2
,,C,81,8,11,8
,,C,82,1,2,2
,,C,83,0,7,5
,,C,84,4,3,3
,,C,85,2,7,4
,,C,81,7,9,7
,,C,82,2,3,2
,,C,83,6,6,6
,,C,84,10,5,4
,,C,85,5,5,4
,,C,81,2,7,7
,,C,82,0,1,1
,,C,83,9,9,7
,,C,84,5,6,5
,,C,85,5,7,6
,,C,81,12,8,6
,,C,82,0,1,1
,,C,83,3,10,8
,,C,84,5,5,4
,,C,85,13,6,5
,,D,83,0,1,1
,,D,84,2,0,0
,,D,85,0,0,0
,,D,81,0,0,0
,,D,83,0,0,0
,,D,84,1,0,0
,,D,85,0,0,0
,,C,81,8,6,5
,,C,82,2,1,1
,,C,83,2,4,3
,,C,84,1,2,1
,,C,85,0,4,4
,,C,81,17,9,8
,,C,82,1,1,1
,,C,83,2,6,5
,,C,84,4,2,2
,,C,85,4,4,4
,,C,81,10,8,6
,,C,82,1,2,2
,,C,83,1,5,4
,,C,84,8,3,3
,,C,85,3,4,3
,,C,81,10,11,9
,,C,82,2,1,1
,,C,83,7,5,3
,,C,84,7,6,6
,,C,85,5,4,3
,,C,81,7,8,7
,,C,82,0,2,2
,,C,83,4,5,4
,,C,84,4,4,3
,,C,85,2,6,4
,,C,81,29,16,11
,,C,82,4,1,2
,,C,83,7,6,5
,,C,84,4,8,6
,,C,85,6,5,4
,,C,81,6,8,4
,,C,82,3,3,2
,,C,83,3,3,2
,,C,84,11,6,5
,,C,85,10,4,2
,,C,81,2,1,1
,,C,82,0,1,1
,,C,83,4,3,3
,,C,84,0,4,2
,,C,85,2,4,3
,,C,81,6,8,5
,,C,82,3,4,3
,,C,83,5,2,2
,,C,84,15,5,5
,,C,85,14,3,3
,,C,81,0,1,1
,,C,82,3,2,1
,,C,83,4,2,2
,,C,84,0,6,4
,,C,85,2,3,2
,,D,81,9,6,5
,,D,82,1,2,1
,,D,83,0,2,1
,,D,84,1,2,2
,,D,85,4,2,2
,,C,81,16,14,12
,,C,82,2,4,3
,,C,83,5,7,4
,,C,84,8,6,5
,,C,85,6,6,5
,,D,81,7,6,5
,,D,82,2,1,1
,,D,83,3,3,3
,,D,84,1,2,2
,,D,85,1,4,3
,,C,81,24,11,9
,,C,82,0,5,4
,,C,83,5,7,5
,,C,84,3,6,4
,,C,85,4,5,4
,,C,81,11,2,3
,,C,82,5,2,3
,,C,83,10,3,3
,,C,84,1,1,1
,,C,85,2,1,2
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,0,0
,,C,81,7,2,3
,,C,82,6,2,6
,,C,83,3,3,6
,,C,84,1,1,1
,,C,85,1,1,2
,,D,81,0,2,1
,,D,82,0,0,0
,,D,83,3,2,1
,,D,84,0,0,0
,,D,85,0,0,0
,,D,81,8,7,5
,,D,82,0,2,1
,,D,83,3,5,3
,,D,84,7,4,3
,,D,85,0,1,0
,,D,81,8,11,10
,,D,82,3,3,2
,,D,83,2,6,5
,,D,84,3,2,2
,,D,85,1,1,1
,,D,81,0,10,1
,,D,82,0,6,1
,,D,83,0,6,0
,,D,84,0,6,0
,,D,85,0,12,1
,,B,81,110,94,53
,,B,82,18,9,9
,,B,83,9,11,10
,,B,84,11,8,6
,,B,85,35,6,7
,,D,81,3,7,3
,,D,82,7,6,3
,,D,83,7,7,5
,,D,84,1,4,2
,,D,85,5,6,5
,,D,81,0,12,1
,,D,82,0,6,4
,,D,83,0,6,0
,,D,84,0,5,0
,,D,85,0,9,1
,,B,81,87,42,28
,,B,82,12,10,10
,,B,83,10,10,10
,,B,84,9,3,4
,,B,85,47,7,7
,,D,81,7,8,3
,,D,82,2,6,4
,,D,83,7,8,6
,,D,84,2,5,4
,,D,85,6,6,5
,,D,81,2,1,1
,,D,82,0,0,0
,,D,83,1,0,0
,,D,84,0,1,1
,,D,85,1,0,0
,,D,81,0,1,1
,,D,82,0,1,0
,,D,83,0,2,1
,,D,84,0,0,0
,,D,85,1,0,0
,,D,81,1,2,2
,,D,82,0,0,0
,,D,83,1,1,1
,,D,84,0,0,0
,,D,85,0,0,1
,,D,81,3,2,1
,,D,82,4,0,0
,,D,83,2,1,1
,,D,84,4,0,0
,,D,85,7,1,0
,,D,81,2,0,1
,,D,82,1,0,0
,,D,83,0,1,1
,,D,84,3,1,1
,,D,85,2,0,1
,,D,81,3,2,1
,,D,82,2,0,0
,,D,83,0,1,2
,,D,84,7,1,1
,,D,85,3,0,1
,,D,81,2,1,1
,,D,82,0,1,1
,,D,83,0,2,2
,,D,84,3,1,1
,,D,85,4,4,4
,,D,81,5,2,1
,,D,82,0,2,1
,,D,83,4,3,3
,,D,84,0,4,3
,,D,85,7,2,1
,,D,81,0,2,1
,,D,82,0,4,4
,,D,83,2,2,2
,,D,84,0,1,1
,,D,85,4,2,1
,,D,81,4,13,3
,,D,82,4,3,3
,,D,83,1,5,2
,,D,84,1,2,1
,,D,85,4,2,1
,,D,81,3,3,3
,,D,82,2,1,1
,,D,83,0,2,2
,,D,84,2,1,1
,,D,85,2,6,4
,,D,81,2,2,2
,,D,82,3,2,2
,,D,83,2,2,1
,,D,84,1,2,1
,,D,85,5,4,3
,,D,81,0,7,5
,,D,82,1,1,1
,,D,83,1,1,1
,,D,84,1,2,1
,,D,85,0,3,2
,,D,81,2,1,1
,,D,82,0,1,1
,,D,83,0,1,0
,,D,84,0,1,1
,,D,85,3,2,2
,,D,81,0,6,5
,,D,82,0,2,1
,,D,83,0,3,1
,,D,84,1,1,1
,,D,85,1,3,2
,,D,81,0,2,1
,,D,82,0,1,1
,,D,83,0,1,0
,,D,84,0,1,1
,,D,85,0,2,2
,,D,81,3,3,2
,,D,82,1,1,1
,,D,83,1,3,2
,,D,84,1,1,1
,,D,85,5,3,2
,,B,81,13,10,8
,,B,82,10,10,9
,,B,83,8,4,4
,,B,84,2,2,2
,,B,85,5,1,2
,,C,81,0,3,2
,,C,82,1,4,3
,,C,83,0,6,5
,,C,84,0,2,1
,,C,85,4,4,3
,,D,81,1,1,1
,,D,82,0,1,0
