PRODUCT_LINE,ITEM_NUMBER,ITEM_RANK,BR_ID,2016_01_ACTUAL,2016_01_MSF_FORECAST,2016_01_RF_FORECAST
,,D,85,1,3,2
,,B,81,11,10,9
,,B,82,14,16,15
,,B,83,14,6,6
,,B,84,4,4,3
,,B,85,2,2,2
,,B,81,28,19,18
,,B,82,5,5,6
,,B,83,5,6,6
,,B,84,8,8,12
,,B,85,5,3,3
,,D,81,2,2,2
,,D,82,2,3,3
,,D,83,0,5,4
,,D,84,2,2,2
,,D,85,0,3,1
,,D,81,5,10,4
,,D,82,0,13,1
,,D,83,18,11,1
,,D,84,13,12,2
,,D,85,17,11,2
,,A,81,10,7,19
,,A,82,22,9,21
,,A,83,26,6,19
,,A,84,27,6,17
,,A,85,19,7,19
,,D,81,4,9,4
,,D,82,0,12,1
,,D,83,28,10,1
,,D,84,10,10,2
,,D,85,18,12,3
,,A,81,12,5,17
,,A,82,20,10,26
,,A,83,12,7,19
,,A,84,10,5,12
,,A,85,15,6,17
,,C,81,34,20,19
,,C,82,35,29,25
,,C,83,31,20,18
,,C,84,11,9,10
,,C,85,42,30,29
,,C,81,27,32,31
,,C,82,21,20,17
,,C,83,24,27,21
,,C,84,10,13,11
,,C,85,15,27,26
,,C,81,24,21,20
,,C,82,30,31,27
,,C,83,29,19,19
,,C,84,13,7,8
,,C,85,29,28,29
,,C,81,13,39,38
,,C,82,7,24,24
,,C,83,25,28,22
,,C,84,7,17,18
,,C,85,22,37,37
,,A,81,33,22,21
,,A,82,36,24,22
,,A,83,91,56,49
,,A,84,28,14,14
,,A,85,40,23,21
,,B,81,6,69,65
,,B,82,2,54,45
,,B,83,38,111,88
,,B,84,7,50,45
,,B,85,69,64,52
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,1,0
,,A,81,26,27,25
,,A,82,37,28,23
,,A,83,40,32,31
,,A,84,20,9,9
,,A,85,49,28,27
,,C,81,12,58,57
,,C,82,1,20,23
,,C,83,15,15,13
,,C,84,7,24,24
,,C,85,16,8,7
,,A,81,55,21,19
,,A,82,43,24,22
,,A,83,116,59,53
,,A,84,23,13,13
,,A,85,31,23,23
,,B,81,10,66,56
,,B,82,4,57,50
,,B,83,41,106,84
,,B,84,3,53,45
,,B,85,45,68,50
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,1,0
,,A,81,32,28,28
,,A,82,40,31,27
,,A,83,43,35,31
,,A,84,24,11,11
,,A,85,37,28,26
,,C,81,19,60,60
,,C,82,2,21,22
,,C,83,7,17,15
,,C,84,11,23,24
,,C,85,15,6,7
,,A,81,28,11,11
,,A,82,28,9,12
,,A,83,40,28,31
,,A,84,20,9,10
,,A,85,23,13,14
,,C,81,6,17,16
,,C,82,10,15,15
,,C,83,25,35,34
,,C,84,0,13,11
,,C,85,5,14,14
,,A,81,23,10,11
,,A,82,17,10,11
,,A,83,54,27,29
,,A,84,17,8,11
,,A,85,17,9,11
,,C,81,3,16,16
,,C,82,0,16,16
,,C,83,27,40,34
,,C,84,0,11,10
,,C,85,6,14,13
,,D,81,0,15,14
,,D,82,1,8,6
,,D,83,0,0,1
,,D,84,0,6,7
,,D,85,0,0,1
,,D,81,3,5,4
,,D,82,0,2,2
,,D,84,2,1,1
,,D,81,0,16,12
,,D,82,6,8,7
,,D,83,0,0,1
,,D,84,0,6,6
,,D,85,0,0,0
,,D,81,1,4,5
,,D,82,1,2,2
,,D,84,3,1,1
,,B,81,29,34,34
,,B,82,29,24,26
,,B,83,22,26,26
,,B,84,12,9,10
,,B,85,25,22,21
,,C,81,11,35,27
,,C,82,1,19,15
,,C,83,18,22,15
,,C,84,1,10,7
,,C,85,17,27,20
,,B,81,42,31,33
,,B,82,26,25,24
,,B,83,19,26,26
,,B,84,15,10,11
,,B,85,18,19,19
,,C,81,12,37,35
,,C,82,1,21,19
,,C,83,1,22,21
,,C,84,1,11,10
,,C,85,19,27,22
,,B,81,9,9,12
,,B,82,3,4,5
,,B,83,15,8,10
,,B,84,18,7,9
,,B,85,6,5,6
,,B,81,6,7,8
,,B,82,5,5,5
,,B,83,9,7,8
,,B,84,13,6,7
,,B,85,6,7,7
,,A,81,13,13,12
,,A,82,34,25,24
,,A,83,14,18,17
,,A,84,34,17,17
,,A,85,22,25,26
,,C,81,2,8,3
,,C,82,0,10,1
,,C,83,0,13,2
,,C,84,1,14,2
,,C,85,3,9,1
,,A,81,27,14,14
,,A,82,37,29,29
,,A,83,41,19,19
,,A,84,48,18,19
,,A,85,23,24,22
,,C,81,0,10,2
,,C,82,0,9,2
,,C,83,5,17,3
,,C,84,1,15,2
,,C,85,0,12,5
,,B,81,5,9,9
,,B,82,13,12,10
,,B,83,6,7,8
,,B,84,9,11,10
,,B,85,10,12,11
,,B,81,7,7,7
,,B,82,17,9,9
,,B,83,20,11,12
,,B,84,13,10,11
,,B,85,5,8,8
,,B,81,4,10,7
,,B,82,16,14,13
,,B,83,8,8,10
,,B,84,8,10,8
,,B,85,9,12,11
,,B,81,9,9,8
,,B,82,8,8,6
,,B,83,5,13,13
,,B,84,17,10,10
,,B,85,11,12,11
,,D,81,0,3,2
,,D,82,0,5,3
,,D,83,4,5,3
,,D,84,0,8,7
,,D,85,0,7,5
,,B,81,3,3,6
,,B,82,3,3,8
,,B,83,13,3,8
,,B,84,11,3,6
,,B,85,8,3,10
,,B,81,3,2,6
,,B,82,11,3,7
,,B,83,15,3,7
,,B,84,12,4,15
,,B,85,12,3,10
,,B,81,3,4,3
,,B,82,5,5,5
,,B,83,8,11,10
,,B,84,16,13,14
,,B,85,14,8,10
,,D,81,0,1,0
,,D,82,0,3,1
,,D,83,0,6,1
,,D,84,0,4,1
,,D,85,0,3,1
,,B,81,0,4,4
,,B,82,10,5,5
,,B,83,14,9,11
,,B,84,31,9,12
,,B,85,22,8,11
,,A,81,5,5,6
,,A,82,18,8,8
,,A,83,55,24,24
,,A,84,7,5,5
,,A,85,24,12,12
,,C,81,4,15,10
,,C,82,11,13,12
,,C,83,25,64,74
,,C,84,12,15,14
,,C,85,0,27,31
,,A,81,11,4,4
,,A,82,15,8,8
,,A,83,44,26,25
,,A,84,16,7,6
,,A,85,18,12,12
,,C,81,9,11,9
,,C,82,17,18,18
,,C,83,23,68,75
,,C,84,20,25,24
,,C,85,1,35,47
,,D,81,0,6,1
,,D,82,0,9,0
,,D,83,2,7,1
,,D,84,0,3,0
,,D,85,2,9,1
,,A,81,15,8,16
,,A,82,26,15,34
,,A,83,13,6,13
,,A,84,13,5,11
,,A,85,21,11,20
,,D,81,0,5,0
,,D,82,0,11,1
,,D,83,0,5,1
,,D,84,0,3,0
,,D,85,0,8,0
,,A,81,11,10,20
,,A,82,27,11,20
,,A,83,4,7,15
,,A,84,12,5,11
,,A,85,25,10,19
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,C,81,2,5,7
,,C,82,7,3,4
,,C,83,16,15,14
,,C,84,2,5,6
,,C,85,6,8,7
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,0,0
,,C,81,5,3,4
,,C,82,9,4,5
,,C,83,21,13,12
,,C,84,5,5,5
,,C,85,6,7,7
,,B,81,13,5,5
,,B,82,3,9,8
,,B,83,5,10,9
,,B,84,17,9,10
,,B,85,3,7,6
,,B,81,15,5,5
,,B,82,9,7,7
,,B,83,24,12,12
,,B,84,9,6,6
,,B,85,6,5,5
,,A,81,26,5,7
,,A,82,7,5,6
,,A,83,2,4,5
,,A,84,19,5,5
,,A,85,3,1,2
,,D,81,24,9,12
,,D,82,2,2,2
,,D,83,3,3,2
,,D,84,19,4,6
,,D,85,2,0,0
,,A,81,10,7,6
,,A,82,0,6,7
,,A,83,2,5,6
,,A,84,10,5,5
,,A,85,2,1,2
,,D,81,21,12,14
,,D,82,2,3,3
,,D,83,2,2,3
,,D,84,14,6,9
,,D,85,1,1,1
,,A,81,9,3,4
,,A,82,4,4,4
,,A,83,21,4,5
,,A,84,16,9,12
,,A,85,3,1,1
,,B,81,10,3,3
,,B,82,9,3,4
,,B,83,7,10,10
,,B,84,13,3,4
,,B,85,1,5,5
,,A,81,3,3,3
,,A,82,12,4,4
,,A,83,4,5,5
,,A,84,3,8,10
,,A,85,3,4,4
,,B,81,4,2,3
,,B,82,9,5,7
,,B,83,8,8,10
,,B,84,5,6,8
,,B,85,3,3,4
,,A,81,5,2,4
,,A,82,1,2,4
,,A,83,4,2,4
,,A,84,0,1,2
,,A,85,1,1,3
,,D,81,3,1,2
,,D,82,2,1,1
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,1,1,1
,,C,81,3,3,4
,,C,82,1,0,0
,,C,83,0,2,3
,,C,84,2,0,1
,,C,85,0,1,1
,,D,81,4,1,1
,,D,82,2,1,1
,,D,83,1,1,1
,,D,84,0,0,0
,,D,85,3,1,1
,,C,81,3,2,3
,,C,82,4,1,1
,,C,83,2,2,1
,,C,84,1,1,2
,,C,85,0,0,1
,,C,81,12,10,8
,,C,82,2,3,2
,,C,83,3,7,7
,,C,84,3,6,5
,,C,85,2,9,8
,,C,81,6,8,7
,,C,82,3,3,3
,,C,83,8,10,8
,,C,84,7,4,4
,,C,85,4,5,5
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,0,0
,,D,85,0,0,0
,,C,81,6,11,10
,,C,82,2,4,4
,,C,83,10,10,11
,,C,84,9,6,6
,,C,85,3,8,7
,,C,81,6,7,6
,,C,82,0,4,3
,,C,83,2,8,7
,,C,84,6,3,4
,,C,85,8,6,6
,,D,81,1,1,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,C,81,5,0,1
,,C,82,9,16,20
,,C,83,0,25,27
,,C,84,26,18,19
,,C,85,0,24,23
,,D,81,0,0,0
,,D,82,0,5,4
,,D,83,0,7,8
,,D,84,0,5,5
,,D,85,0,23,21
,,C,81,4,0,1
,,C,82,5,16,15
,,C,83,11,18,20
,,C,84,4,16,19
,,C,85,0,14,17
,,D,81,1,10,9
,,D,82,0,1,1
,,D,83,0,2,2
,,D,84,0,2,2
,,D,85,0,3,2
,,C,81,11,2,5
,,C,82,2,1,3
,,C,83,2,1,2
,,C,84,4,1,1
,,C,85,1,0,1
,,B,81,20,32,28
,,B,82,5,7,7
,,B,83,16,21,16
,,B,84,14,11,10
,,B,85,6,7,7
,,D,81,0,5,4
,,D,82,0,1,0
,,D,83,0,4,3
,,D,84,0,3,4
,,D,85,1,3,3
,,C,81,7,1,3
,,C,82,1,1,3
,,C,83,4,0,1
,,C,84,10,1,1
,,C,85,2,0,1
,,B,81,31,29,29
,,B,82,3,6,7
,,B,83,6,19,19
,,B,84,13,9,9
,,B,85,3,5,5
,,D,81,0,2,2
,,D,82,0,0,0
,,D,83,4,6,10
,,D,84,0,1,1
,,D,85,0,4,5
,,D,81,2,1,1
,,D,82,0,0,0
,,D,83,1,5,6
,,D,84,0,1,1
,,D,85,1,2,2
,,A,81,10,9,10
,,A,82,5,4,5
,,A,83,15,11,12
,,A,84,5,4,5
,,A,85,13,10,12
,,A,81,13,8,10
,,A,82,8,5,6
,,A,83,27,12,15
,,A,84,4,5,5
,,A,85,12,11,16
,,B,81,1,4,2
,,B,82,3,3,2
,,B,83,4,4,4
,,B,84,3,5,6
,,B,85,4,2,1
,,D,81,0,1,1
,,D,82,0,2,1
,,D,83,0,1,1
,,D,84,0,5,4
,,D,85,0,3,5
,,B,81,3,3,3
,,B,82,1,3,2
,,B,83,1,3,3
,,B,84,15,5,5
,,B,85,4,2,2
,,B,81,22,11,14
,,B,82,8,4,7
,,B,83,18,10,16
,,B,84,16,7,13
,,B,85,13,7,9
,,D,81,0,7,1
,,D,82,0,4,1
,,D,83,0,10,3
,,D,84,0,7,1
,,D,85,9,6,1
,,B,81,7,12,19
,,B,82,10,6,8
,,B,83,15,11,16
,,B,84,24,8,14
,,B,85,7,6,7
,,A,81,74,33,43
,,A,82,22,13,16
,,A,83,124,75,96
,,A,84,34,18,22
,,A,85,14,12,15
,,A,81,51,34,53
,,A,82,10,13,16
,,A,83,130,92,116
,,A,84,29,21,27
,,A,85,13,14,17
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,10,17,18
,,A,82,19,15,14
,,A,83,18,16,16
,,A,84,16,7,8
,,A,85,16,18,16
,,A,81,19,17,22
,,A,82,19,15,18
,,A,83,43,29,32
,,A,84,18,13,14
,,A,85,14,17,18
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,18,14,14
,,A,82,10,13,12
,,A,83,17,16,14
,,A,84,13,7,8
,,A,85,23,22,18
,,A,81,23,19,21
,,A,82,24,15,18
,,A,83,32,32,36
,,A,84,11,15,17
,,A,85,13,19,20
,,B,81,8,5,8
,,B,82,2,2,4
,,B,83,3,2,3
,,B,84,1,2,2
,,B,85,4,2,2
,,D,81,2,4,5
,,D,82,0,1,2
,,D,83,5,3,6
,,D,84,0,1,1
,,D,85,1,2,4
,,B,81,9,5,8
,,B,82,0,2,4
,,B,83,6,2,2
,,B,84,0,1,2
,,B,85,4,2,2
,,D,81,7,4,8
,,D,82,0,2,3
,,D,83,0,3,6
,,D,84,1,2,2
,,D,85,7,2,4
,,A,81,19,12,15
,,A,82,4,9,13
,,A,83,30,18,26
,,A,84,26,12,16
,,A,85,13,11,15
,,D,81,0,7,1
,,D,82,0,6,1
,,D,83,0,16,2
,,D,84,0,13,2
,,D,85,0,6,1
,,A,81,15,14,20
,,A,82,10,11,18
,,A,83,22,19,28
,,A,84,18,11,15
,,A,85,13,11,16
,,B,81,35,8,15
,,B,82,2,1,2
,,B,83,14,6,12
,,B,84,7,4,8
,,B,85,4,1,2
,,B,81,22,10,18
,,B,82,1,1,2
,,B,83,17,8,15
,,B,84,7,4,8
,,B,85,4,1,2
,,D,81,0,0,0
,,D,82,0,0,0
,,D,83,0,0,0
,,D,84,0,0,0
,,D,85,0,0,0
,,A,81,25,18,19
,,A,82,105,81,84
,,A,83,141,130,114
,,A,84,32,15,15
,,A,85,142,124,123
,,B,81,33,41,17
,,B,82,4,110,109
,,B,83,122,151,126
,,B,84,6,59,58
,,B,85,29,146,148
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,1,1,0
,,D,84,0,0,0
,,D,85,7,2,2
,,A,81,20,17,19
,,A,82,88,77,87
,,A,83,156,138,117
,,A,84,26,18,17
,,A,85,156,126,117
,,B,81,21,56,19
,,B,82,46,95,99
,,B,83,81,162,129
,,B,84,5,57,54
,,B,85,35,129,139
,,D,81,0,11,1
,,D,82,0,8,0
,,D,83,0,12,1
,,D,84,0,8,1
,,D,85,0,12,2
,,A,81,13,12,24
,,A,82,20,7,15
,,A,83,34,12,23
,,A,84,18,7,15
,,A,85,21,12,23
,,A,81,26,9,15
,,A,82,14,9,15
,,A,83,32,9,16
,,A,84,11,6,13
,,A,85,22,11,16
,,D,81,0,1,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,1,0
,,D,85,3,0,0
,,A,81,26,15,16
,,A,82,19,15,18
,,A,83,23,14,15
,,A,84,22,16,18
,,A,85,16,14,19
,,A,81,21,17,22
,,A,82,23,16,18
,,A,83,15,14,15
,,A,84,41,17,20
,,A,85,34,16,24
,,A,81,3,2,2
,,A,82,8,8,6
,,A,83,26,20,18
,,A,84,7,8,7
,,A,85,26,18,16
,,D,81,0,1,1
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,1
,,A,81,2,1,1
,,A,82,9,6,5
,,A,83,21,20,19
,,A,84,14,8,6
,,A,85,26,18,16
,,D,81,0,1,1
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,0
,,D,81,1,2,1
,,D,82,0,1,1
,,D,83,4,1,1
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,1,1,1
,,D,82,0,1,1
,,D,83,3,1,1
,,D,84,0,1,1
,,D,85,0,0,0
,,D,81,0,7,1
,,D,82,0,3,1
,,D,83,3,5,1
,,D,84,7,3,1
,,D,85,8,7,1
,,B,81,15,9,14
,,B,82,20,9,12
,,B,83,16,9,14
,,B,84,13,5,5
,,B,85,4,9,16
,,D,81,0,6,1
,,D,82,0,3,1
,,D,83,0,3,1
,,D,84,1,5,1
,,D,85,7,4,1
,,B,81,10,10,16
,,B,82,12,11,17
,,B,83,16,6,9
,,B,84,12,6,8
,,B,85,8,11,16
,,A,81,17,16,20
,,A,82,7,6,6
,,A,83,28,14,16
,,A,84,2,7,8
,,A,85,12,7,7
,,A,81,16,14,18
,,A,82,3,6,8
,,A,83,20,13,17
,,A,84,14,7,8
,,A,85,10,7,9
,,B,81,25,12,16
,,B,82,22,8,7
,,B,83,20,9,9
,,B,84,10,4,6
,,B,85,2,2,3
,,B,81,6,40,47
,,B,82,2,6,7
,,B,83,13,25,31
,,B,84,11,15,17
,,B,85,7,5,5
,,B,81,40,12,17
,,B,82,16,8,8
,,B,83,14,9,9
,,B,84,18,3,5
,,B,85,4,2,2
,,B,81,15,44,59
,,B,82,6,7,10
,,B,83,29,31,41
,,B,84,11,15,18
,,B,85,5,7,9
,,B,81,13,9,10
,,B,82,3,6,7
,,B,83,9,7,8
,,B,84,5,4,5
,,B,85,5,6,7
,,B,81,11,9,9
,,B,82,4,5,7
,,B,83,7,6,6
,,B,84,6,3,4
,,B,85,3,5,6
,,B,81,2,2,1
,,B,82,0,2,1
,,B,83,0,3,2
,,B,84,1,1,1
,,B,85,0,2,1
,,B,81,0,2,1
,,B,82,0,1,1
,,B,83,0,3,2
,,B,84,1,2,1
,,B,85,0,1,1
,,D,81,0,5,0
,,D,82,0,3,1
,,D,83,0,4,1
,,D,84,1,2,1
,,D,85,5,4,1
,,A,81,25,13,19
,,A,82,15,7,12
,,A,83,17,8,13
,,A,84,17,5,6
,,A,85,14,7,13
,,D,81,0,6,1
,,D,82,0,4,1
,,D,83,0,5,1
,,D,84,0,2,1
,,D,85,0,5,1
,,A,81,27,13,24
,,A,82,13,9,15
,,A,83,20,9,16
,,A,84,8,8,14
,,A,85,16,7,14
,,A,81,17,9,14
,,A,82,6,6,7
,,A,83,26,16,22
,,A,84,21,10,15
,,A,85,21,9,12
,,A,81,15,8,14
,,A,82,6,4,4
,,A,83,20,20,26
,,A,84,22,13,18
,,A,85,3,13,20
,,D,81,0,1,0
,,D,82,0,1,0
,,D,83,0,2,0
,,D,84,0,1,1
,,D,85,0,1,0
,,A,81,3,7,8
,,A,82,2,3,4
,,A,83,12,12,16
,,A,84,13,9,13
,,A,85,9,6,8
,,A,81,4,3,7
,,A,82,8,2,4
,,A,83,20,3,10
,,A,84,15,3,10
,,A,85,7,2,5
,,A,81,4,5,6
,,A,82,5,4,5
,,A,83,18,11,14
,,A,84,11,7,9
,,A,85,8,8,10
,,A,81,6,3,6
,,A,82,3,2,5
,,A,83,27,4,14
,,A,84,8,3,6
,,A,85,9,3,7
,,D,81,1,3,2
,,D,82,7,1,1
,,D,83,0,5,1
,,D,84,0,3,1
,,D,85,0,6,1
,,B,81,8,4,8
,,B,82,2,2,2
,,B,83,11,6,9
,,B,84,3,2,2
,,B,85,1,3,5
,,D,81,0,3,1
,,D,82,5,1,1
,,D,83,0,6,1
,,D,84,0,2,1
,,D,85,0,3,1
,,B,81,7,4,6
,,B,82,0,2,1
,,B,83,10,6,13
,,B,84,2,2,3
,,B,85,1,2,2
,,D,81,0,2,2
,,D,82,3,1,1
,,D,83,2,2,3
,,D,84,0,1,1
,,D,85,0,1,1
,,D,81,2,2,2
,,D,82,1,1,1
,,D,83,0,2,1
,,D,84,0,1,1
,,D,85,5,1,2
,,D,81,1,4,4
,,D,82,3,2,2
,,D,83,8,11,11
,,D,84,4,4,3
,,D,85,8,6,6
,,D,81,0,2,0
,,D,82,0,1,0
,,D,83,0,1,0
,,D,84,0,0,0
,,D,85,0,2,0
,,A,81,98,44,51
,,A,82,58,53,58
,,A,83,48,54,50
,,A,84,38,22,26
,,A,85,74,46,49
,,B,81,16,64,56
,,B,82,1,14,13
,,B,83,15,18,17
,,B,84,4,24,21
,,B,85,5,4,5
,,D,81,0,2,1
,,D,82,0,1,0
,,D,83,0,1,0
,,D,84,0,1,0
,,D,85,0,1,1
,,A,81,86,38,40
,,A,82,76,35,39
,,A,83,77,45,49
,,A,84,43,23,26
,,A,85,77,43,62
,,B,81,15,74,62
,,B,82,2,19,19
,,B,83,18,15,19
,,B,84,0,30,29
,,B,85,1,3,4
,,D,81,0,1,1
,,D,82,10,1,1
,,D,83,0,7,2
,,D,84,0,1,1
,,D,85,0,2,1
,,C,81,7,6,7
,,C,82,1,4,6
,,C,83,1,10,11
,,C,84,3,4,5
,,C,85,0,3,3
,,C,81,4,7,8
,,C,82,4,4,5
,,C,83,0,11,11
,,C,84,4,4,4
,,C,85,1,4,3
,,D,81,0,3,1
,,D,82,0,3,1
,,D,83,0,6,2
,,D,84,0,2,1
,,D,85,0,3,1
,,A,81,5,5,5
,,A,82,6,6,8
,,A,83,6,7,7
,,A,84,4,3,4
,,A,85,1,3,3
,,D,81,0,3,1
,,D,82,0,3,1
,,D,83,0,5,1
,,D,84,0,2,1
,,D,85,0,4,1
,,A,81,4,4,5
,,A,82,5,7,7
,,A,83,3,8,11
,,A,84,5,4,4
,,A,85,0,5,3
,,D,81,0,1,0
,,D,82,0,0,0
,,D,83,0,1,0
,,D,84,0,0,1
,,D,85,0,1,1
,,A,81,64,36,37
,,A,82,16,13,14
,,A,83,24,21,19
,,A,84,52,16,18
,,A,85,1,10,6
,,C,81,9,65,66
,,C,82,0,8,8
,,C,83,27,21,19
,,C,84,4,16,15
,,C,85,6,2,3
,,D,81,0,0,1
,,D,82,0,0,0
,,D,83,0,1,1
,,D,84,0,1,0
,,D,85,0,0,0
,,A,81,80,39,40
,,A,82,16,16,15
,,A,83,28,33,18
,,A,84,41,21,21
,,A,85,2,19,6
,,C,81,10,79,83
,,C,82,3,9,9
,,C,83,18,27,24
,,C,84,1,25,25
,,C,85,6,5,5
,,B,81,5,4,8
,,B,82,8,2,5
,,B,83,11,3,6
,,B,84,23,2,5
,,B,85,1,0,1
,,B,81,16,8,9
,,B,82,2,3,4
,,B,83,33,21,26
,,B,84,8,4,5
,,B,85,12,5,6
,,D,81,0,3,3
,,D,82,0,2,1
,,D,83,0,11,10
,,D,84,0,4,4
,,D,85,0,3,2
,,B,81,8,5,10
,,B,82,3,1,4
,,B,83,11,4,7
,,B,84,10,3,6
,,B,85,1,0,1
,,B,81,6,6,5
,,B,82,3,3,3
,,B,83,25,19,24
,,B,84,8,4,5
,,B,85,6,4,5
,,B,81,1,2,3
,,B,82,3,2,2
,,B,83,5,2,3
,,B,84,2,2,2
,,B,85,1,2,2
,,B,81,1,2,3
,,B,82,3,1,1
,,B,83,10,3,3
,,B,84,0,2,3
,,B,85,2,1,2
,,D,81,0,3,0
,,D,82,0,2,1
,,D,83,0,4,1
,,D,84,0,1,1
,,D,85,0,2,1
,,B,81,17,8,13
,,B,82,15,5,9
,,B,83,15,8,11
,,B,84,8,4,6
,,B,85,17,7,10
,,D,81,2,2,1
,,D,82,0,2,0
,,D,83,0,3,1
,,D,84,7,1,1
,,D,85,0,3,1
,,B,81,21,6,11
,,B,82,12,5,7
,,B,83,22,6,7
,,B,84,17,4,4
,,B,85,13,4,7
,,D,83,1,0,1
,,D,81,1,0,1
,,D,83,0,0,1
,,D,81,8,10,4
,,D,82,0,2,1
,,D,83,16,20,6
,,D,84,3,5,2
,,D,85,16,3,1
,,A,81,30,7,21
,,A,82,9,2,5
,,A,83,39,8,24
,,A,84,17,3,9
,,A,85,2,2,5
,,D,81,9,11,3
,,D,82,0,3,1
,,D,83,13,19,4
,,D,84,6,5,1
,,D,85,4,2,1
,,A,81,42,9,23
,,A,82,7,4,10
,,A,83,45,9,23
,,A,84,15,3,8
,,A,85,7,2,4
,,D,81,0,0,1
,,D,82,0,3,1
,,D,83,0,2,1
,,D,84,0,2,1
,,D,85,0,3,1
,,C,81,1,5,5
,,C,82,14,7,9
,,C,83,10,5,5
,,C,84,18,6,7
,,C,85,14,9,13
,,D,81,0,1,1
,,D,82,0,2,1
,,D,83,0,2,1
,,D,84,0,2,1
,,D,85,0,3,1
,,C,81,0,5,4
,,C,82,7,6,7
,,C,83,1,4,5
,,C,84,4,6,6
,,C,85,13,7,7
,,D,81,5,9,5
,,D,82,0,12,6
,,D,83,10,14,7
,,D,84,0,15,7
,,D,85,2,13,8
,,A,81,16,7,21
,,A,82,20,8,24
,,A,83,13,7,21
,,A,84,6,8,23
,,A,85,27,10,29
,,A,81,4,2,4
,,A,82,8,2,4
,,A,83,8,3,6
,,A,84,5,2,4
,,A,85,5,2,5
,,A,81,12,7,20
,,A,82,19,6,19
,,A,83,24,6,19
,,A,84,12,7,23
,,A,85,19,7,24
,,A,81,6,2,4
,,A,82,9,2,5
,,A,83,5,2,4
,,A,84,7,2,4
,,A,85,4,2,5
,,D,81,0,1,1
,,D,82,0,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,1
,,D,81,0,1,1
,,D,82,1,1,1
,,D,83,0,1,1
,,D,84,0,1,1
,,D,85,0,1,1
,,B,81,10,3,7
,,B,82,1,1,1
,,B,83,3,2,3
,,B,84,5,2,5
,,B,85,1,2,4
,,B,81,5,1,2
,,B,82,8,1,3
,,B,83,10,1,2
,,B,84,15,0,1
,,B,85,6,0,1
,,D,81,9,5,6
,,D,82,7,4,4
,,D,83,34,10,13
,,D,84,20,5,6
,,D,85,6,4,5
,,D,81,0,2,2
,,D,82,0,1,1
,,D,83,0,5,7
,,D,84,0,2,3
,,D,85,0,3,3
,,B,81,5,1,3
,,B,82,3,1,3
,,B,83,11,1,1
,,B,84,8,1,2
,,B,85,9,0,1
,,D,81,10,3,4
,,D,82,10,4,5
,,D,83,39,19,20
,,D,84,11,4,5
,,D,85,8,4,5
,,D,81,0,0,1
,,D,82,0,0,1
,,D,83,0,0,1
,,D,84,0,0,1
,,D,85,0,0,1
,,A,81,34,46,42
,,A,82,20,29,30
,,A,83,31,43,33
,,A,84,11,22,18
,,A,85,19,37,14
,,C,81,24,43,48
,,C,82,16,18,20
,,C,83,30,40,29
,,C,84,1,22,23
,,C,85,15,28,20
,,D,81,1,1,1
,,D,82,0,0,1
,,D,83,0,1,1
,,D,84,0,0,1
,,D,85,0,2,1
,,A,81,41,50,44
,,A,82,30,32,33
,,A,83,52,43,39
,,A,84,24,27,25
,,A,85,23,38,17
,,C,81,21,45,54
,,C,82,4,18,15
,,C,83,57,48,33
,,C,84,6,25,26
,,C,85,16,31,21
,,D,81,2,0,1
,,D,82,0,1,1
,,D,83,0,0,1
,,D,84,0,1,1
,,D,85,1,0,0
,,D,81,0,0,1
,,D,82,0,0,0
,,D,83,0,0,0
,,D,85,0,0,1
,,B,81,4,3,3
,,B,82,2,3,6
,,B,83,5,3,5
,,B,84,1,2,2
,,B,85,3,3,4
,,D,81,2,0,1
,,D,82,0,1,1
,,D,83,0,0,1
,,D,84,0,1,1
,,D,85,0,1,1
,,D,81,0,0,1
,,D,82,0,0,0
,,D,85,0,0,1
,,B,81,2,3,3
,,B,82,3,4,6
,,B,83,8,2,2
,,B,84,1,2,3
,,B,85,2,3,5
,,D,81,0,1,1
,,D,82,7,1,1
,,D,83,4,1,1
,,D,84,3,1,1
,,D,85,2,1,1
,,C,81,9,3,3
,,C,82,3,1,1
,,C,83,3,1,1
